date,mu_ft,sd_ft,obs
1979-01-01,75.56024169921875,6.25893035869628e+19,67.04
1979-01-02,77.42340850830078,3.147237509377651e+20,67.44
1979-01-03,71.28600311279297,7.810426477639369e+18,
1979-01-04,71.04830169677734,6.661627591880868e+18,
1979-01-05,70.87538146972656,6.083462596554392e+18,
1979-01-06,70.810546875,5.847017568803488e+18,
1979-01-07,70.52513122558594,4.874587494965838e+18,
1979-01-08,66.02552032470703,2.8243160336642867e+17,
1979-01-09,69.11463928222656,1.8792707056656712e+18,
1979-01-10,66.5273208618164,3.787304566794486e+17,
1979-01-11,64.1180419921875,8.581700280700109e+16,
1979-01-12,64.30528259277344,9.793059728811622e+16,
1979-01-13,66.08837890625,2.914391977581609e+17,
1979-01-14,64.51937103271484,1.1042137579716608e+17,
1979-01-15,64.5165023803711,1.1033295101047603e+17,
1979-01-16,64.33477783203125,9.872993365157478e+16,
1979-01-17,64.02546691894531,8.394265330922291e+16,
1979-01-18,64.05886840820312,8.497427009398374e+16,
1979-01-19,64.12297821044922,8.933398831693824e+16,
1979-01-20,64.23678588867188,9.567517252203315e+16,
1979-01-21,64.61742401123047,1.1851999190030746e+17,
1979-01-22,64.43175506591797,1.0559214892928205e+17,
1979-01-23,65.49990844726562,2.0421703627073126e+17,
1979-01-24,69.21514129638672,2.0302871159122166e+18,
1979-01-25,69.00296020507812,1.7699968420507812e+18,
1979-01-26,67.97510528564453,1.0222096381514875e+18,
1979-01-27,66.32938385009766,3.7280333309149184e+17,
1979-01-28,65.43492126464844,4.092616611997942e+17,
1979-01-29,61.7049560546875,4.93418770816041e+16,
1979-01-30,61.35362243652344,4.040292485719654e+16,
1979-01-31,60.8630485534668,3.1205241655394304e+16,
1979-02-01,60.055328369140625,1.925611220946125e+16,
1979-02-02,59.80447769165039,1.6658864954933248e+16,
1979-02-03,61.807010650634766,5.762008294726042e+16,
1979-02-04,60.27007293701172,2.2340888717950976e+16,
1979-02-05,59.422664642333984,1.3369189515395072e+16,
1979-02-06,59.58775329589844,1.4834855695089664e+16,
1979-02-07,59.810482025146484,1.565934875574272e+16,
1979-02-08,61.66668701171875,3.266765224987853e+16,
1979-02-09,61.961971282958984,3.935168436686029e+16,
1979-02-10,63.96246337890625,8.79654399377408e+16,
1979-02-11,64.24768829345703,9.577924816954982e+16,
1979-02-12,64.5680160522461,1.1984389838943027e+17,
1979-02-13,64.86239624023438,1.48212878934016e+17,
1979-02-14,65.04219055175781,1.7108074510680064e+17,
1979-02-15,64.8931655883789,1.448320009376891e+17,
1979-02-16,65.19659423828125,1.8547701162652467e+17,
1979-02-17,65.54925537109375,2.388951176147108e+17,
1979-02-18,65.89035034179688,3.073916683681792e+17,
1979-02-19,66.0991439819336,3.589853925081088e+17,
1979-02-20,66.39656829833984,4.504815962108723e+17,
1979-02-21,66.55896759033203,5.0944706477870285e+17,
1979-02-22,66.86775970458984,6.298635510281667e+17,
1979-02-23,66.82807159423828,6.337196757457306e+17,
1979-02-24,66.81874084472656,6.347818726976389e+17,
1979-02-25,68.23664093017578,1.4567653581898383e+18,
1979-02-26,69.30032348632812,2.8313831790115553e+18,
1979-02-27,65.97582244873047,3.7086716183445504e+17,
1979-02-28,70.30895233154297,5.362128542907761e+18,
1979-03-01,66.98564910888672,8.725696103044874e+17,
1979-03-02,63.07594299316406,8.50598859720622e+16,
1979-03-03,61.018672943115234,4.046816970539008e+16,
1979-03-04,60.27164077758789,2.7323598389641216e+16,
1979-03-05,61.145599365234375,4.636832089872794e+16,
1979-03-06,61.131187438964844,4.57563224187863e+16,
1979-03-07,62.27574920654297,9.698555845410816e+16,
1979-03-08,63.234893798828125,1.7358273535541248e+17,
1979-03-09,62.36686706542969,1.004470358067118e+17,
1979-03-10,62.030494689941406,8.114520367038464e+16,
1979-03-11,61.217010498046875,4.865201084458598e+16,
1979-03-12,62.16983413696289,8.854078516677837e+16,
1979-03-13,62.554229736328125,1.1609378205466624e+17,
1979-03-14,62.23231506347656,9.382572524463718e+16,
1979-03-15,62.0881233215332,8.518067763229491e+16,
1979-03-16,62.48921203613281,1.1023451036005171e+17,
1979-03-17,62.2587776184082,9.730351488303104e+16,
1979-03-18,60.90973663330078,3.808890814726144e+16,
1979-03-19,61.66912078857422,5.89493882102743e+16,
1979-03-20,60.30289077758789,2.4385037600292864e+16,
1979-03-21,59.95728302001953,2.005215862797107e+16,40.25
1979-03-22,59.94542694091797,2.0069377151860736e+16,44.09
1979-03-23,60.00041198730469,2.0775598624342016e+16,47.59
1979-03-24,60.306251525878906,2.5581731453075456e+16,
1979-03-25,60.28642272949219,2.574895385726157e+16,
1979-03-26,60.58536148071289,3.091896705273037e+16,
1979-03-27,60.58485794067383,2.9676574747918336e+16,
1979-03-28,60.22549057006836,2.3985380155981824e+16,
1979-03-29,60.187225341796875,2.263806394761216e+16,
1979-03-30,60.197120666503906,2.258596384682803e+16,
1979-03-31,61.50779342651367,3.856906831108506e+16,
1979-04-01,63.90792465209961,8.870102180665754e+16,
1979-04-02,64.18097686767578,1.092990836628521e+17,
1979-04-03,64.7530288696289,1.4304094803564954e+17,
1979-04-04,64.64706420898438,1.454404603645788e+17,
1979-04-05,64.31121063232422,1.3351001187889971e+17,
1979-04-06,65.03846740722656,1.7736661872305766e+17,
1979-04-07,64.98798370361328,1.7388096070457754e+17,
1979-04-08,65.1244888305664,1.8183960382354227e+17,
1979-04-09,64.93875122070312,1.552215096468439e+17,
1979-04-10,65.13875579833984,1.7835992439953818e+17,
1979-04-11,64.90296936035156,1.515697222933545e+17,
1979-04-12,64.90740966796875,1.512560866015314e+17,
1979-04-13,64.95809173583984,1.5732104427995136e+17,
1979-04-14,65.12425231933594,1.755491603620823e+17,
1979-04-15,64.900634765625,1.5456742048740147e+17,
1979-04-16,64.52989196777344,1.2384971989712896e+17,
1979-04-17,62.48707580566406,5.864658872093901e+16,
1979-04-18,62.29839324951172,5.232197879463936e+16,
1979-04-19,62.43717575073242,5.679453869336166e+16,
1979-04-20,61.21516418457031,3.621349349759386e+16,
1979-04-21,60.71088409423828,2.678080471774003e+16,
1979-04-22,63.041893005371094,6.493864279513498e+16,
1979-04-23,64.149169921875,9.66457835913216e+16,
1979-04-24,64.4832992553711,1.1314305362296832e+17,61.6
1979-04-25,64.69679260253906,1.3012853258715136e+17,62.05
1979-04-26,64.6955795288086,1.3003226519017882e+17,62.31
1979-04-27,64.65843963623047,1.2656975704542413e+17,62.52
1979-04-28,64.52294158935547,1.1087428009852928e+17,62.52
1979-04-29,64.69918060302734,1.2634833430144614e+17,62.4
1979-04-30,64.64286804199219,1.1910647827451085e+17,62.28
1979-05-01,64.73893737792969,1.2704914411513446e+17,61.95
1979-05-02,64.80498504638672,1.3359815319774822e+17,61.52
1979-05-03,64.8155517578125,1.3435095788552192e+17,61.04
1979-05-04,64.71488189697266,1.2462078678584525e+17,60.54
1979-05-05,64.86487579345703,1.3808689223827456e+17,60.43
1979-05-06,64.80962371826172,1.3272495198673306e+17,60.76
1979-05-07,64.80282592773438,1.3244778915718758e+17,61.08
1979-05-08,65.04890441894531,1.5416111658119987e+17,61.58
1979-05-09,65.45030212402344,1.9689995818657382e+17,62.16
1979-05-10,65.85758209228516,2.3926266373603328e+17,62.59
1979-05-11,66.18617248535156,3.100579497057976e+17,63.06
1979-05-12,66.11717987060547,2.8371987021692928e+17,63.45
1979-05-13,66.16262817382812,2.9495447387111424e+17,63.53
1979-05-14,66.57061767578125,3.909584347295908e+17,63.58
1979-05-15,66.7699966430664,4.482890669458719e+17,63.72
1979-05-16,66.73385620117188,4.328406880574505e+17,63.86
1979-05-17,66.8118667602539,4.486705631209718e+17,64.12
1979-05-18,66.90940856933594,4.936939150109573e+17,64.53
1979-05-19,66.86661529541016,4.8434267169593754e+17,64.92
1979-05-20,66.71930694580078,4.407652463159542e+17,65.26
1979-05-21,66.53549194335938,3.8809211099519386e+17,65.71
1979-05-22,66.49059295654297,3.80378177932886e+17,66.07
1979-05-23,66.43017578125,3.679361387127112e+17,66.44
1979-05-24,66.3965072631836,3.56747920705323e+17,66.69
1979-05-25,70.76432800292969,5.272234121488237e+18,66.43
1979-05-26,67.25617980957031,6.048818222113751e+17,65.68
1979-05-27,66.67979431152344,4.232367288667341e+17,64.65
1979-05-28,64.89025115966797,1.3943455848647885e+17,
1979-05-29,64.67448425292969,1.2146352196681728e+17,
1979-05-30,65.57959747314453,2.1562790538274406e+17,
1979-05-31,61.622901916503906,3.619015464530739e+16,
1979-06-01,62.429588317871094,8.187777906219418e+16,
1979-06-02,61.537315368652344,4.796757774119731e+16,
1979-06-03,60.46582794189453,2.491460277292237e+16,
1979-06-04,61.88855743408203,5.917559554782003e+16,
1979-06-05,61.218284606933594,3.874647193524634e+16,
1979-06-06,61.20230484008789,3.89012367867904e+16,
1979-06-07,60.393741607666016,2.370594099376947e+16,52.74
1979-06-08,60.667091369628906,2.821665523446579e+16,
1979-06-09,60.92859649658203,3.305033168846848e+16,
1979-06-10,59.28600311279297,1.2044100836524032e+16,
1979-06-11,60.91931915283203,3.3007493684658176e+16,
1979-06-12,61.78548812866211,5.584261073181082e+16,
1979-06-13,60.01145935058594,1.8734138391527424e+16,60.2
1979-06-14,59.68906784057617,1.5461745900388352e+16,60.62
1979-06-15,59.44771957397461,1.3375871410765824e+16,
1979-06-16,59.39836883544922,1.3030033127899136e+16,
1979-06-17,59.46678924560547,1.36063758630912e+16,
1979-06-18,59.649986267089844,1.5194534510067712e+16,
1979-06-19,59.37986755371094,1.2825623823122432e+16,
1979-06-20,59.62875747680664,1.50833077420032e+16,
1979-06-21,60.405364990234375,2.248709799464141e+16,
1979-06-22,62.762718200683594,5.455546916274176e+16,64.87
1979-06-23,62.8629150390625,5.844558425148621e+16,65.02
1979-06-24,63.14689636230469,7.104092373935718e+16,65.05
1979-06-25,65.00822448730469,1.550073110378578e+17,65.15
1979-06-26,65.17049407958984,1.6286509114484326e+17,65.36
1979-06-27,65.85655212402344,2.4750924146252186e+17,65.56
1979-06-28,65.6238021850586,2.0421469980852224e+17,65.7
1979-06-29,65.90184783935547,2.456543138068562e+17,65.85
1979-06-30,66.66751098632812,3.769302812668723e+17,66.14
1979-07-01,66.98988342285156,4.475218827075912e+17,66.45
1979-07-02,67.6130599975586,6.739326642641961e+17,66.61
1979-07-03,68.02203369140625,8.271034988258918e+17,66.67
1979-07-04,68.34468841552734,9.108591406691123e+17,66.9
1979-07-05,68.84175109863281,1.3524420456790098e+18,67.26
1979-07-06,69.19689178466797,1.8709303602131763e+18,67.64
1979-07-07,68.67439270019531,1.1898755406605844e+18,67.99
1979-07-08,68.96500396728516,1.6119325622701916e+18,68.41
1979-07-09,69.03409576416016,1.7493825108584694e+18,68.9
1979-07-10,68.65462493896484,1.2754646868625981e+18,69.36
1979-07-11,68.16193389892578,8.33755956490797e+17,69.71
1979-07-12,68.90895080566406,1.4028238674869617e+18,69.97
1979-07-13,68.70877075195312,1.1055082267549368e+18,70.13
