date,Q_i,Q_C,Q_L,T_i,T_C,T_L
1978-11-22,422.61154331687686,199.52523558724567,622.1367789041226,,,
1978-11-23,415.2180891911351,194.20223080953508,609.4203200006702,,,
1978-11-24,463.49564049535815,38.7789474072,502.27458790255815,,,
1978-11-25,435.4615404953581,38.7789474072,474.24048790255813,,,
1978-11-26,405.3303517838588,113.40806582949244,518.7384176133512,,,
1978-11-27,440.72601400378414,141.9169863414303,582.6430003452144,,,
1978-11-28,407.50588692820946,139.84219574844826,547.3480826766577,,,
1978-11-29,404.6875789554311,177.3288095787451,582.0163885341763,,,
1978-11-30,397.42850839419674,170.40572803303291,567.8342364272296,,,
1978-12-01,360.9998281032805,182.36130653629732,543.3611346395778,,,
1978-12-02,382.06773218495636,202.1415689087393,584.2093010936957,,,
1978-12-03,405.308429596411,204.33119899630617,609.6396285927171,,,
1978-12-04,358.27468049535815,38.7789474072,397.05362790255816,,,
1978-12-05,570.8216604953584,38.7789474072,609.6006079025584,,,
1978-12-06,499.2971204953581,38.7789474072,538.0760679025581,,,
1978-12-07,412.38952975390225,40.20880085213423,452.5983306060365,,,
1978-12-08,370.174300495358,38.7789474072,408.953247902558,,,
1978-12-09,559.0171304953578,38.7789474072,597.7960779025578,,,
1978-12-10,801.0213004953582,38.7789474072,839.8002479025582,,,
1978-12-11,532.1399304953579,38.7789474072,570.9188779025579,,,
1978-12-12,489.2731304953581,38.7789474072,528.052077902558,,,
1978-12-13,423.518630495358,38.7789474072,462.29757790255803,,,
1978-12-14,409.62611049535803,38.7789474072,448.40505790255804,,,
1978-12-15,376.01103049535806,38.7789474072,414.78997790255806,,,
1978-12-16,385.84371049535804,38.7789474072,424.62265790255805,,,
1978-12-17,392.59533049535804,38.7789474072,431.37427790255805,,,
1978-12-18,394.8003204953581,38.7789474072,433.5792679025581,,,
1978-12-19,348.6319600494772,40.89943785304714,389.5313979025243,,,
1978-12-20,395.9334926851053,45.9605581512067,441.894050836312,,,
1978-12-21,419.13997049535806,38.7789474072,457.91891790255806,,,
1978-12-22,493.5371804953581,38.7789474072,532.316127902558,,,
1978-12-23,419.5283504953579,38.7789474072,458.30729790255793,,,
1978-12-24,397.7576504953581,38.7789474072,436.5365979025581,,,
1978-12-25,528.5086804953578,38.7789474072,567.2876279025578,,,
1978-12-26,453.43120049535804,38.7789474072,492.21014790255805,,,
1978-12-27,403.1352838102461,92.49577219839487,495.631056008641,,,
1978-12-28,416.4505624617506,64.16065450905033,480.61121697080097,,,
1978-12-29,405.98824378305636,75.73511080187205,481.7233545849284,,,
1978-12-30,413.11378912995804,125.13857313582628,538.2523622657843,,,
1978-12-31,370.72528661300936,136.4011213107755,507.1264079237849,,,
1979-01-01,268.3482304953579,38.7789474072,307.1271779025579,0.3432510306241171,3.1,0.6913277590606917
1979-01-02,2487.517930495359,38.7789474072,2526.296877902559,0.34556884725491416,3.1,0.3878496819989829
1979-01-03,4570.043330495357,38.7789474072,4608.822277902556,1.2635596518074783,2.0,1.2697561115121678
1979-01-04,3116.6313304953583,260.0444474072,3376.6757779025584,0.3462087739979707,2.0,0.4735704911953817
1979-01-05,1757.248430495358,228.3976474072,1985.6460779025579,0.22341352670442544,2.3,0.4622715338873139
