date,Q_i,Q_C,Q_L,T_i,T_C,T_L
1978-12-05,566.4071304953579,38.7789474072,605.1860779025579,,,
1978-12-06,499.275190495358,38.7789474072,538.054137902558,,,
1978-12-07,414.08310327448095,51.01553456886128,465.0986378433422,,,
1978-12-08,368.315530495358,38.7789474072,407.094477902558,,,
1978-12-09,429.24023549535804,38.7789474072,468.01918290255804,,,
1978-12-10,722.586780495358,38.7789474072,761.365727902558,,,
1978-12-11,496.42287049535804,38.7789474072,535.201817902558,,,
1978-12-12,487.753010495358,38.7789474072,526.531957902558,,,
1978-12-13,420.72835049535803,38.7789474072,459.50729790255804,,,
1978-12-14,406.77283049535805,38.7789474072,445.55177790255806,,,
1978-12-15,375.754200495358,38.7789474072,414.533147902558,,,
1978-12-16,383.969030495358,38.7789474072,422.74797790255803,,,
1978-12-17,388.614230495358,38.7789474072,427.393177902558,,,
1978-12-18,384.67818049535805,38.7789474072,423.45712790255806,,,
1978-12-19,350.7463572792668,42.78935560583647,393.5357128851033,,,
1978-12-20,398.00511352194445,41.64010355923602,439.6452170811805,,,
1978-12-21,414.93636049535803,38.7789474072,453.71530790255804,,,
1978-12-22,492.12113049535805,38.7789474072,530.900077902558,,,
1978-12-23,420.67953049535805,38.7789474072,459.45847790255806,,,
1978-12-24,397.280750495358,38.7789474072,436.059697902558,,,
1978-12-25,525.958630495358,38.7789474072,564.737577902558,,,
1978-12-26,447.34850049535805,38.7789474072,486.12744790255806,,,
1978-12-27,420.7071929296871,75.02551319286877,495.7327061225559,,,
1978-12-28,423.42343577100445,55.600071590537176,479.02350736154165,,,
1978-12-29,419.95922912454535,67.271387307724,487.23061643226936,,,
1978-12-30,414.54465668054763,128.75657201293924,543.3012286934869,,,
1978-12-31,368.55701900337647,149.36618143572892,517.9232004391054,,,
1979-01-01,280.68753049535803,38.7789474072,319.46647790255804,-0.5905754125216047,3.0,-0.1547276954217511
1979-01-02,2160.444930495358,38.7789474072,2199.2238779025583,2.8925667024631245,2.5,2.8856445679494005
1979-01-03,4513.705930495358,38.7789474072,4552.484877902558,1.7804287567429358,1.0,1.7737809135266516
1979-01-04,3020.7745304953582,255.5128974072,3276.287427902558,-0.2124851291878716,1.0,-0.117925175203532
1979-01-05,1753.245330495358,228.1173274072,1981.362657902558,-0.2668339470054385,1.0,-0.1209814080434333
1979-01-06,1371.9342304953582,92.9431774072,1464.8774079025582,-0.23700969271826738,1.0,-0.1585242094249189
1979-01-07,2162.897930495358,104.4664324072,2267.3643629025582,-0.012332308652480852,1.0,0.0343098395729096
1979-01-08,5758.203430495358,308.4431474072,6066.6465779025575,0.6387745291907634,1.0,0.6571401154680127
1979-01-09,2692.3577304953583,722.2798474072,3414.6375779025584,-0.07392170165590504,1.0,0.1532391565912429
1979-01-10,1181.4190304953581,431.5173774072,1612.9364079025581,-0.29287323097483586,0.5,-0.0807516770373518
1979-01-11,1028.782030495358,331.91334740720004,1360.695377902558,-0.34671274186024836,0.5,-0.1401747723726435
1979-01-12,841.959530495358,277.4978074072,1119.457337902558,-0.6585643829405428,0.5,-0.3713724863664003
1979-01-13,817.0032304953581,123.4690974072,940.4723279025582,-0.43109755916832043,0.5,-0.3088592201786477
1979-01-14,590.0350304953581,38.7789474072,628.8139779025581,-0.4782491793047206,1.5,-0.356250585796225
1979-01-15,651.022730495358,54.9368420988,705.959572594158,-0.6305932773058959,0.5,-0.5426120008071844
1979-01-16,606.3844304953581,79.5365070988,685.9209375941581,-0.37549357392765836,0.5,-0.273975021218233
1979-01-17,608.600670495358,87.7272740988,696.327944594158,-0.22331802741860793,0.5,-0.132190392308489
1979-01-18,573.132160495358,100.8873720988,674.019532594158,-1.4226827268895228,0.5,-1.1348952098882388
1979-01-19,531.134850495358,99.8452720988,630.980122594158,-0.9317433978555343,0.5,-0.705186642712722
1979-01-20,588.571530495358,55.1918067488,643.763337244158,-0.5620803063542382,0.5,-0.4710249019397158
1979-01-21,1331.305530495358,249.0295720988,1580.335102594158,-0.07143882145538358,1.0,0.0973987565994767
1979-01-22,6112.483215495358,54.9368420988,6167.420057594159,0.40584297552949344,1.0,0.4111354820120115
1979-01-23,2922.793830495358,318.0325120988,3240.826342594158,0.8788392749799,1.5,0.9397957363610192
1979-01-24,3101.999930495358,976.1663737036,4078.166304198958,0.8103720300648674,1.5,0.975444168962936
1979-01-25,8662.623930495358,1419.9199737036,10082.543904198958,0.8066955359013295,1.5,0.9043332814728212
1979-01-26,5334.378930495359,1603.7478737036,6938.126804198959,1.9294098533198838,1.5,1.830151774209488
1979-01-27,5205.025615029758,3191.1444629766893,8396.170078006448,0.35146039691153697,2.5,1.1680589405548805
1979-01-28,3947.7885046129218,2596.379144141201,6544.167648754123,0.30141493443325484,2.0,0.9753235314458664
