weight_0,center_0_0,basis_0_0,center_1_0,basis_1_0,center_2_0,basis_2_0,weight_1,center_0_1,basis_0_1,center_1_1,basis_1_1,center_2_1,basis_2_1,-Jrel,Jadd,Jtubr
0.007686989399765365,0.7861872151768649,0.0005024781217243387,0.6229886331185231,0.7992829161977572,0.6623063459174473,1.6718814303735026,0.18798600828631462,0.3352340709732925,0.7222512050392143,0.43363410893565013,0.4271080645869463,0.48743738014482013,0.0422243918604876,-0.2018,0.9996,0.0017
0.7844338919478179,0.7863796794359815,0.0005403891507891282,0.6017921075421482,0.8732102137610922,0.6610541074641135,1.7551815184445947,0.19111856423291665,0.9308378603018874,1.2839066230420704,0.4699752213477643,0.07517442377486509,0.6081164308376882,0.041615216602184715,-0.2018,0.9699,0.1269
0.66160734794358,0.6600789431622436,1.2989724006716892,0.5723933366844652,1.2052132222486,0.7623986776021363,0.12452693001686294,0.5312131622720437,0.6140788494642077,1.976590824371073,0.1716986867067634,0.6930713423766186,0.5794986503638887,0.17564900991950155,-0.3053,0.8897,0.7185
0.6291767816657876,0.7860747850072978,1.101451341016158,0.49829694797340257,1.0293617789390759,0.7191432240762775,0.1260249461146508,0.5230669603805916,0.6860215690122631,0.5346233377718871,0.3042989570247238,1.7626610572822945,0.47861870214585284,0.30489775201189784,-0.3312,0.8681,0.9848
0.42684067738096776,0.514345702216625,1.079881053857539,0.6831353260959728,1.5787389266020557,0.7722129478811858,0.1238928357440524,0.4393474114342242,0.8100346775640118,0.5488514625636906,0.3206899390827255,0.8848710683228389,0.7477487785919639,0.0929473559117956,-0.3413,0.9396,0.4772
0.6374888956508191,0.7611089426530072,0.08666924318362036,0.09587901717637393,0.48056738988238257,0.7200834225056615,0.1725353700193087,0.48381723974865115,0.9378485642865146,0.7071748069319269,0.14862508370263733,0.6308350890183202,0.6452930921389203,0.16572034758291176,-0.2176,0.8999,0.6418
0.7242445305463103,0.7864106465768461,0.0005403891507891282,0.6016461281520599,0.49464037353350465,0.7639042433640206,1.8700771073067677,0.32525378255956233,0.8179349965158841,0.9098765351654406,0.45520473022163643,1.7627854870745747,0.4804829332129989,0.041615216602184715,-0.2018,0.9899,0.0484
0.7778929359801313,0.7945924244596085,0.002864518399803083,0.5905239895644883,1.9470690251205187,0.6650589916615464,1.656163906977327,0.00953848156567072,0.7844797131266505,1.3510298762870003,0.4941470516684504,1.709387961490797,0.6246480949127879,0.028238559135189273,-0.2152,0.9499,0.2344
0.6339178569887187,0.7893123562141764,1.2637333029649194,0.5899812366838271,1.2142533033852094,0.7607085618866453,0.12496813442580108,0.3079686626976475,0.9825869687702169,0.6563529009030871,0.3045308936708452,0.6467379802328984,0.6301798084709646,0.08685974625882044,-0.3301,0.9296,0.537
0.546076409900202,0.7816384206959283,0.0029302240266632336,0.5101521015730848,1.2772934621695873,0.8488261591615501,1.6656501607453256,0.009590237915443582,0.8164533584785281,0.7012474189720187,0.9679401486571739,1.6698663352452487,0.8863735390114874,0.05957401639457256,-0.3092,0.9599,0.2658
0.4862494462192827,0.7948342716649546,0.001656961253044491,0.6125414560323056,1.2510823333303345,0.6607375626181144,1.792083356699384,0.032242546275758316,0.7808654179353622,0.2698668812673171,0.6913575058006924,0.26279311569849995,0.6262634115407678,9.987369782279987e-05,-0.2106,0.9799,0.1081
