,epoch,loss,val_loss,time,val_time
0,0,2.0141804218292236,2.9392619132995605,0.07956957817077637,0.040700435638427734
1,1,2.843792200088501,2.1314690113067627,0.08594918251037598,0.03126192092895508
2,2,2.1874170303344727,2.290759801864624,0.11044740676879883,0.06846404075622559
3,3,2.2695775032043457,2.3326237201690674,0.09541034698486328,0.03203463554382324
4,4,2.2955820560455322,2.2721989154815674,0.0902855396270752,0.03189420700073242
5,5,2.2340850830078125,2.1950619220733643,0.13113856315612793,0.05901193618774414
6,6,2.1623480319976807,2.1519975662231445,0.11081719398498535,0.040822744369506836
7,7,2.1514360904693604,2.076080799102783,0.11836051940917969,0.01582503318786621
8,8,2.115123987197876,1.9385005235671997,0.08508992195129395,0.026199817657470703
9,9,2.043041467666626,1.8930169343948364,0.07975411415100098,0.03156781196594238
10,10,2.071927309036255,1.9539389610290527,0.0945889949798584,0.039879798889160156
11,11,2.004274606704712,2.05623459815979,0.0862722396850586,0.03196549415588379
12,12,1.98154878616333,2.1307497024536133,0.10262846946716309,0.04279065132141113
13,13,1.9978307485580444,2.142017364501953,0.13920807838439941,0.03161144256591797
14,14,1.9734628200531006,2.0829668045043945,0.07936644554138184,0.01584911346435547
15,15,1.9550126791000366,1.9900033473968506,0.09547758102416992,0.0329437255859375
16,16,1.9100991487503052,1.9173226356506348,0.06379914283752441,0.03147554397583008
17,17,1.9329365491867065,1.8937705755233765,0.09277915954589844,0.034157514572143555
18,18,1.9040802717208862,1.9448683261871338,0.07693886756896973,0.03162550926208496
19,19,1.905863642692566,2.0343191623687744,0.0790858268737793,0.031735897064208984
20,20,1.8820003271102905,2.0270018577575684,0.0817573070526123,0.028766632080078125
21,21,1.8639051914215088,1.9551602602005005,0.09513258934020996,0.031557321548461914
22,22,1.8716181516647339,1.9472929239273071,0.09432554244995117,0.015755653381347656
23,23,1.8736424446105957,1.9775140285491943,0.09473037719726562,0.031830549240112305
24,24,1.858749270439148,2.0348668098449707,0.09555816650390625,0.03178215026855469
25,25,1.8417134284973145,2.091500759124756,0.14292597770690918,0.031545162200927734
26,26,1.8504716157913208,2.0354530811309814,0.07999420166015625,0.040399789810180664
27,27,1.8317970037460327,1.923356294631958,0.10283160209655762,0.047995567321777344
28,28,1.800338625907898,1.9391077756881714,0.1268610954284668,0.08008432388305664
29,29,1.8109761476516724,2.2151119709014893,0.07936549186706543,0.03184342384338379
30,30,1.8232247829437256,,0.11133575439453125,
