weight_0,center_0_0,basis_0_0,center_1_0,basis_1_0,center_2_0,basis_2_0,weight_1,center_0_1,basis_0_1,center_1_1,basis_1_1,center_2_1,basis_2_1,-Jrel,Jadd,Jtubr
0.42555265724937563,0.7940506433332463,0.003667852698731634,0.16403275306583298,1.919693699120487,0.5156038069832906,1.2869611119950517,0.0005270208745569693,0.8628177391828901,1.1656507926336084,0.03052549229365087,1.6947977550416828,0.1995679632066531,0.11801122737477997,-0.2278,0.9399,0.3033
0.653253413656087,0.8033856717726756,0.0007330235056068491,0.940713808056439,1.0631133033879765,0.9276531528395311,1.2142285969006978,0.0227340709005329,0.19529342653181786,1.0724643487237095,0.9664183161143256,0.13034847233118663,0.8802251424140215,0.25378381605110845,-0.2018,0.9899,0.0434
0.653925053379862,0.7608649638985119,0.00048296094038271717,0.6765759589618212,1.0762849963178664,0.7712309510869086,0.7078746760584453,0.5109612541037284,0.1421327839017616,1.5884601124855848,0.3324494269519228,0.00011428881532589179,0.23323066021820985,0.003317809566391411,-0.2115,0.9972,0.0292
0.7211832356547948,0.8864680659717039,1.223452058204277,0.6702875154371298,1.2696224059337555,0.6910771067744939,0.15798577809045644,0.00440185037647523,0.867326139943027,0.4350519420451898,0.19509530607496745,0.07844538118829925,0.014390982873920793,0.3340723155737671,-0.3403,0.9208,0.6326
0.7855402204406303,0.7951572822117874,0.0021972743597896763,0.33838026333196,0.5761155021698046,0.7725508898814274,1.2935075642068175,0.0005407770738088604,0.9370380871761964,1.1270856850973272,0.16875669829751289,0.06522302212408325,0.19135348471125102,0.3051095204718799,-0.217,0.9499,0.2275
0.02802975021134599,0.803200608848007,0.0011096996349446292,0.9597105113870524,1.0567908365287142,0.7899280573051726,1.4297076523520265,0.9933620258265787,0.9349350583538504,1.4538691050398207,0.3903542305551397,0.06110965705753775,0.11370324575479293,0.16025240129791163,-0.2018,0.9997,0.0014
0.9979186571999448,0.7948037000488306,0.004349985085854846,0.24580051602370248,1.9344290288909944,0.817440351034631,1.349183275092864,0.07479961536304125,0.9624602627180269,0.9647014233320694,0.07454248480896108,0.5213856717903367,0.5017863735879367,0.018720286219851945,-0.2321,0.9499,0.2665
0.3956565606451455,0.7930949379992162,1.7441383966251796,0.3559617155522582,1.3223295525203602,0.7847303324128615,0.09923228342676274,0.003972477302019826,0.05312939216923077,1.1417027782593336,0.5483339129826832,1.719333990332205,0.06064220903179192,1.1828381250621927,-0.3408,0.9394,0.4418
0.43892416950290186,0.7801535193042662,0.006745916478562823,0.3297648609696522,0.5578166631711414,0.7346766855512844,1.282355282280159,0.0005595443996401579,0.04046480441955497,1.8937476282168861,0.779370246167293,1.0553042449593923,0.7576931296497802,0.07995580155280942,-0.3222,0.9099,0.5387
0.975534276635109,0.7583096560911754,1.698296083331898,0.44406504433443367,1.9164798139533021,0.651298848340173,0.17697969910879935,0.07658342948992207,0.92309088202033,1.042109496824415,0.049576823982720265,1.915201998848875,0.4628321739059948,0.07556641400225068,-0.1953,0.8898,0.7027
0.32489021372818094,0.780260565114375,0.004132531970904551,0.5382920528419466,1.1471848530815767,0.8108914977284023,1.249333825017413,0.0003177690243718785,0.8784273189571014,1.4091370604958406,0.6739987571852871,1.1997216860263547,0.05717452171503397,0.01334930366735556,-0.3101,0.94,0.3341
