weight_0,center_0_0,basis_0_0,center_1_0,basis_1_0,center_2_0,basis_2_0,center_3_0,basis_3_0,center_4_0,basis_4_0,weight_1,center_0_1,basis_0_1,center_1_1,basis_1_1,center_2_1,basis_2_1,center_3_1,basis_3_1,center_4_1,basis_4_1,-Jrel,Jadd,Jtubr
0.8569165173436717,0.3703646776270571,0.17106388762720193,0.24213138375124682,0.614778597324411,0.07806522419363648,1.3774212065985973,0.730057343445697,0.1279742655962283,0.8947669089125544,1.5877369880169783,0.03596550994738776,0.7217357278736004,0.000506542385144703,0.5048383684260771,1.6426340098586503,0.6827004512548389,0.12470922728881614,0.42017285850845576,0.21422750837214224,0.8284184004735097,0.11118971496292018,-0.4581,218.1662,0.3552
0.9821941755848501,0.4357474475750822,0.20317720587346708,0.012305503400775544,1.9138585841023077,0.0910858289906222,0.7037899387889366,0.690212090380609,0.07160201961908422,0.7980483056608608,0.8749151934960419,0.005639380479764124,0.17310475839554723,0.15953704457611595,0.5221969719689038,1.533362115807679,0.9299209086785816,1.6298905413168252,0.7258760394903222,0.2962365133943848,0.3492557955791397,0.5395461178478521,-0.3554,228.548,0.1798
0.9864499224318307,0.2809831065169087,1.036658402485312,0.018665624088297045,0.3841190399750583,0.15076225665858028,1.9170867945002226,0.7783534861585018,0.09685538175302684,0.8949102874232542,1.1191392039773613,0.16078073707203505,0.20202654092619812,1.4730506249494566,0.5036544699021169,1.4102740997969514,0.831133532043552,1.6831966081659666,0.3458446140511619,1.017531084561375,0.8974447648267831,1.9721908959773875,-0.45,193.7762,0.9096
1.0,0.276940281582292,0.24798624952396456,0.21396091379393756,1.9057372973668179,0.07170132508454158,1.6100815967089475,0.774387508733771,0.1167451892516317,0.7850916541801227,1.3599639795948224,0.02207068636237048,0.7345446479128854,0.37357044955166663,0.756967747838053,2.0,0.9452731417296526,1.290776032325563,0.8255747996114097,0.5910351694803421,0.7511634682378967,0.3093776566835131,-0.4759,202.9338,0.5568
0.8483769839675561,0.28108495974190484,0.2299708821473348,0.19367677614648182,1.398336153162131,0.09064257838789247,0.7057704370003292,0.7435992152619884,0.08744026754682163,0.8569397404236949,0.9923956750707046,0.7779894146389358,0.11714812250318238,1.497846249003617,0.519301452835052,1.9416642557782604,0.6082922635583871,1.3909056810432296,0.6301570848166377,1.8724593026294318,0.8029186091347518,0.05166607217966262,-0.4743,229.4782,0.329
0.7994263060244068,0.38213378594171654,0.12957122745095104,0.03711892429998852,1.7205661168630302,0.09845127539414025,1.3413665898454479,0.7343091048877145,0.3729603403037415,0.7781861993964009,1.4853472101981806,0.008117405616972067,0.4977198001059978,0.5377710303189496,0.5003230237484486,1.9762273910865489,0.9652450111794155,0.01363554901446188,0.8840748863387863,0.5295779759864144,0.7957634438390229,0.23481328550577074,-0.4219,191.518,0.9266
0.8632512602751807,0.4088664336316108,0.20376436083162663,0.02644992387810277,1.3283378741386844,0.08633460147251212,0.7014243456760122,0.6986181985412667,0.060591426413201165,0.8702250384270483,1.7091189690030593,0.00215943387519036,0.05020235470113043,0.07472399825844633,0.6370436649043196,1.6463415584258883,0.9532464984288348,1.3503661812119598,0.9174979820422298,0.002150942366705322,0.3314806601084084,0.05060255908470757,-0.3557,233.5448,0.1399
0.8365631558555163,0.28803105018658126,0.24285401672152937,0.20625700285275303,1.9282609051556292,0.10049545423175779,0.7212383463321528,0.6930918088793464,0.008429283218377298,0.8355886608603679,1.556053787211208,1.4054608471053367e-07,0.022994153141040204,0.09069735326708558,0.488298525657148,1.9950402227911357,0.9829348218003571,1.5952935152805816,0.8045352944433605,0.07241115893157707,0.8633310619685488,0.26013034131296575,-0.2413,246.4169,0.0099
0.9948362765333658,0.2649091119409108,0.32927888721886045,0.2082353810364351,1.380376131460629,0.1627285702617567,0.7523162241752464,0.7435385190296327,0.08349950338298369,0.8599254217267911,1.4997157698698247,0.7707024108861691,0.09401678630806853,1.6342820138816374,0.5098202321382311,1.929726015492078,0.4407026754574581,1.4683266486924127,0.9122344260778938,1.3294627627617415,0.7921586713317033,0.0442786614090643,-0.471,222.8802,0.3991
0.8362308443103249,0.45452754949616647,0.11471186825460408,0.014927912437210195,0.383876503990477,0.06474242569004128,1.9958519159009265,0.6816228963231827,0.1311231869853449,0.8167144791341312,1.514053075830536,0.00013486416249010305,0.04342798394248139,0.36335977541982195,0.2546072711894537,1.993677832835424,0.8100621512986,0.4302058978112362,0.26406827113874876,1.5608366565081628,0.762806297670474,0.3816476681487877,-0.4537,224.1523,0.2497
0.7963588225062911,0.4290320243127934,0.2234176374002188,0.12049581139142068,1.9684030690174128,0.09919621651822362,1.7853978255128449,0.6988067059228453,0.05352807407376995,0.8808588663589798,1.5213947644849073,0.0,0.4400446972906716,0.24479876684527074,0.5027083820898358,1.4401913498955952,0.9717347645877933,0.10124973772396395,0.8884044047971097,0.17654371219239381,0.8982464142821113,0.33181248865457813,-0.3368,230.5316,0.1499
0.9592123546486029,0.4388347164465494,0.2134351855435178,0.0853539014714315,1.8950791570288053,0.07134736675915851,0.9317917627291525,0.6915430095922177,0.06413138893075752,0.8897374586385183,1.5440984016019683,6.907687866651233e-06,0.011226735827297885,0.5437406969697691,0.5029770230536226,0.32711883349693616,0.6466958329296119,0.014656476467482027,0.7169727113231485,0.518837197752058,0.6770822693262308,0.17386697807037188,-0.3534,228.7139,0.1698
0.8248476171324325,0.3731841207839234,0.1919885376942363,0.017132071626877132,1.9769916395485334,0.09126830660054891,1.6685334170855566,0.7010077643037168,0.049848031348835246,0.7750885430583954,1.5872684339985819,0.0051191811126082235,0.4999634784883093,0.03131481177259923,0.45718542195892364,1.4041716540403253,0.4845744699305227,1.5596621031396574,0.8727714474713282,0.2904788441988127,0.7623069315086826,0.4009236621891651,-0.3438,239.1959,0.0898
0.8052766992838172,0.2804249141445389,0.32317677310502196,0.04130492339399533,1.4098387165263875,0.05455637344025182,1.9949684132580416,0.7405956341535465,0.1416104185650835,0.8477784153458893,1.5226775325049848,0.7025281372747183,0.13529125752612545,1.601540546490909,0.21957169756291223,1.9547684431312935,0.6608418656378062,1.4444906727812676,0.983650856141721,1.520432310968537,0.8224743517267592,0.04355948729371984,-0.4891,223.9171,0.4992
