dist_0_0,dist_0_1,dist_0_2,dist_0_3,z_0_0,z_0_1,z_0_2,z_0_3,z_0_4,dist_1_0,dist_1_1,dist_1_2,dist_1_3,z_1_0,z_1_1,z_1_2,z_1_3,z_1_4,dist_2_0,dist_2_1,dist_2_2,dist_2_3,z_2_0,z_2_1,z_2_2,z_2_3,z_2_4,dist_3_0,dist_3_1,dist_3_2,dist_3_3,z_3_0,z_3_1,z_3_2,z_3_3,z_3_4,-Jrel,Jadd,Jtubr
0.8902783565768808,0.21639046881945756,0.01,0.3715277059353797,0.027531662677098015,0.0,0.0,1.0,1.0,0.8297187825114585,0.01,0.07000718842202709,0.09984824360001669,0.0,0.049839093361478085,0.0,0.48193505548945703,0.0,1.0,0.06813962053106784,0.7401932210619272,1.0,0.0,1.0,0.007132922389313944,0.0,0.0219321127282033,1.0,0.8764335208005245,0.9996274863775976,0.4569739401824848,0.0,0.0,0.0,0.009117234743868144,0.02255260517034209,-0.4716,0.6598,0.5866
0.6190118346990778,0.2648532562227352,0.019063594475050048,0.2564148638378146,0.09371079829964359,0.002786053396714802,0.0005758354749758404,0.9999348245540717,0.3955936690573738,0.9464399802866769,0.30748824885694714,0.03903176657929438,0.3442557553527548,0.06563708609323922,0.00020147097386140808,0.0,1.0,0.0685844308983893,0.984110094458694,0.05264998070244583,0.9564578914852553,0.018013005816445344,0.00014382243376026194,0.0,0.0,0.053293441777838034,0.14867462026478506,0.012139526120144066,0.6244211709431204,1.0,0.40311097251647854,1.0,0.02319929830736921,0.0,0.005167556723800575,8.98510479691552e-05,-0.3609,0.7383,0.3089
0.9480792440121673,0.11409171892429833,0.01,0.35031687152817825,0.029507140402811813,0.0,0.006735769177399591,0.9938891234470777,1.0,0.853845079609791,0.01,0.05998768341711061,0.1273836581990178,0.0,0.0,0.004045317721665737,0.5689200289674419,0.0,1.0,0.08390188918959354,0.6860395486645982,1.0,0.0,1.0,0.0,0.0,0.004497820074760802,0.9971829529388742,0.6826583761782133,0.9396195607381125,0.5338828535200457,0.0,0.0,0.1526741175155953,0.004361172994576013,0.01978312949574241,-0.4607,0.6394,0.6195
0.7169532259146574,0.30252800674640445,0.011458392639804275,0.29563017106823913,0.05421205726893793,0.0009803630866209397,0.0,1.0,0.504726103298244,0.9450530312307479,0.16475993856815302,0.01,0.03989532971127433,0.0,0.0,0.012612194153618205,0.36410632319769715,0.0,1.0,0.1477251346699503,0.37348982217190946,0.01,0.0,0.0,0.2492253964568757,0.9789351983532703,0.0,1.0,0.7242301710217321,1.0,0.5618516883616825,1.0,0.0,0.0,0.0,0.005772231901028447,-0.4405,0.7542,0.3129
0.6350928300789045,0.3390317081920843,0.01,0.28066486205365454,0.0,0.0,0.0,0.9980310249018871,0.8658560893855656,0.7189574297350897,0.27480550801249237,0.05588640067534904,0.2807599913429144,0.03939994815771662,0.0,0.0,0.8045498930807644,0.07660316628780428,0.9622167005468818,0.01,1.0,0.01,0.0,0.0,0.0,0.09901873640396752,0.09026321271103892,0.9840617996410875,0.7510023894651643,1.0,0.3346329488237599,0.8180394983782954,0.036033239032692975,0.0,0.022532356544422663,0.0005403226797352919,-0.4435,0.7095,0.3878
0.6106762996172924,0.2138392160390878,0.013319573825797468,0.2395716235618167,0.06291364576766151,0.0,0.0,0.9929926873886223,0.4975859810237203,0.9419024325835961,0.28108115041983117,0.01,0.3024072580868659,0.008083819330529596,0.0,0.0,0.9988326521911892,0.10673951459012664,0.9948528519980724,0.09757406190784114,0.8049886314968528,0.04835680466414865,0.0,0.0,0.0,0.08437425994977042,0.2167910872158763,0.01623893252651084,0.6645024681231972,1.0,0.36874756395623,1.0,0.012098319881475328,0.0,0.000666834683960355,0.0,-0.3523,0.7598,0.2789
0.6944825494994437,0.13280467238321314,0.010162722509217145,0.21723727135847182,0.08471156127693617,0.00016516825506047615,0.0,0.5672566934099652,0.6354354248267747,0.8085362721361471,0.053866825936000604,0.08582635030204008,0.15729348765740217,0.0,0.0,0.0,1.0,0.07501154542372779,0.9552124442780844,0.12362397523758172,0.33279762615808917,0.01,0.0,0.0,0.25305310975659534,0.11193693053147558,0.40899956256976894,0.03598053198463644,0.18294814184821914,1.0,0.2814129510541448,1.0,0.016756997748809423,0.0,0.001233466489941627,0.0,-0.3362,0.7699,0.2498
0.7887073324958341,0.18082147998933165,0.011498335062127997,0.27309876510000275,0.0835371343152541,0.0,0.00041089478304589123,1.0,0.5294947741560799,0.8978820079558166,0.49214576259192516,0.012341039845971983,0.1496269102367944,0.021108309788674645,0.0,0.0,0.527725478336135,0.15590488731067328,0.9987328630758513,0.11226394351292467,0.9511477977229341,0.23441275025486727,0.0008707597309068611,0.009108280097355152,0.0069801483794859065,0.14253569873678149,0.023240452408694663,0.9042194718808942,0.4437249239240133,1.0,0.5126605816635577,0.046477179498972794,0.001893941133250596,0.1913586319808003,0.002188473133235294,0.0,-0.4416,0.8497,0.2535
0.9843980031340049,0.3389444228735012,0.010222550922906042,0.3719631969302844,0.019209428734272064,2.9619355867787216e-05,0.00011758080279613691,0.9361883538380692,0.9103307999682565,0.8305061722984114,0.04342089962270255,0.02767154224968782,0.08098083739126015,0.002730764987909072,0.0012393480761919698,0.010204765716726164,0.5073343765986708,0.008880651399576124,0.972329788328211,0.07887245207854623,0.7494792845962671,0.9591196453513827,7.550697347648308e-05,0.9566219837634669,0.005193826200174473,0.019628315575584886,0.03914359384913175,0.9892655433886188,0.9828904907173794,0.8057351251057635,0.4464494710564685,0.03939202266626769,0.0018566571261800066,0.0002780090546382626,0.002533582516774218,0.00033872365863848666,-0.4726,0.7647,0.4393
0.9432547697474271,0.14051146976960704,0.01095958010467274,0.3559859279900916,0.06054814849986027,0.0,0.0009817266850538217,0.9997778214173708,0.9172840744322167,0.7709640828738028,0.0832851177247093,0.010136493802708138,0.12860023462128603,0.0,0.00011103718400599867,0.003918429346559298,0.3534560825270274,0.0,0.9884472960504948,0.09281587699242852,0.8204805414868707,0.9552016240898485,0.0003708049524938339,0.941425750614774,0.03147704872067856,0.0,0.0,0.9951670756890949,0.6543554428621661,0.9789077132302437,0.4714831378337657,0.0,0.0,0.0,0.003139679583760396,0.018751265310259484,-0.4716,0.7194,0.509
0.8684765594332657,1.0,0.01,0.24722746475392315,0.0965514494511693,0.0,0.0,0.9482245175047369,0.08585778665137152,1.0,0.51554822528449,0.01,0.17184166925357194,0.0,0.0,0.0,0.4338407055440708,0.2156291079280216,1.0,0.1858036899048113,0.8815824470072184,0.07645079000517131,0.0,0.0,0.0,0.0,0.8167296377746273,0.01,0.9174145678588337,0.9990077738903405,0.41852536449294664,0.38196063753681064,0.0003862100247239782,0.0,0.0,0.0,-0.2426,0.8394,0.1077
