model_id,nrmse,r,r2,rmse
TempLSTM1,0.07121693762509924,0.9062330171901518,0.8114735370196258,1.7234498905274016
TempLSTM2,0.010904944865089078,0.9200343817219906,0.8456050181757226,4.632701993728845
