model_id,nrmse,r,r2,rmse
TempLSTM1,0.06633940826465186,0.9166004228187696,0.8344603659258211,1.6054136800045749
TempLSTM2,0.01323484091618235,0.9217741371723042,0.8491939764512288,4.45074994303382
