,Q_C,Q_i,cannonsville_storage_pct,T_C_mu,T_C_sd,T_i_mu,T_i_sd,Tavg_L_mu,Tavg_L_sd,T_L_mu,T_L_sd,thermal_releases,remained_bank_amounts
1993-08-11,391.9363281186285,470.49775550381776,58.92101413799089,10.258538,1.6219609,24.754366,3.863162,18.166683940661216,2.2327168291101143,19.46004816250118,2.699084786357931,,
1993-08-12,406.425426125657,452.93679666980273,58.33008332185854,10.699104,1.7236112,24.869825,3.8380332,18.16794670228869,2.180947456235744,19.46137127981791,2.6473154251160524,,
1993-08-13,383.8564222118366,466.8222094334708,57.71041088481012,10.592791,1.714696,23.51041,3.1083279,17.681521349982827,1.8730214773093072,18.951696458433712,2.339385100197781,,
1993-08-14,376.2163247469857,461.51913052884834,57.13356216287424,10.628254,1.7169511,23.942673,3.5233178,17.963336803341434,2.0885817746551467,19.24698172712493,2.5549478824689986,,
1993-08-15,380.9265519629502,464.7147198316564,56.52991516596687,10.367922,1.7067548,24.793873,3.6063533,18.295576264673787,2.1257415286338204,19.595101099005184,2.592110682636379,,
1993-08-16,384.5553812761475,467.21032007522587,55.9214158697518,10.666329,1.6852138,23.043686,4.7200713,17.455554045672812,2.6985312802820394,18.714928689408268,3.164892976295702,,
1993-08-17,317.3981711057683,397.3760191314841,55.46003199341855,10.5721245,1.6956801,22.800955,2.979499,17.370696652010523,1.8195511282718022,18.62601540239941,2.285912115768088,,
1993-08-18,353.36919858962153,436.8114984008258,54.90843173451336,10.718423,1.7205899,22.740042,3.4784937,17.363967839173423,2.071142799687508,18.618964975309993,2.5375037313538935,,
1993-08-19,379.9478827667392,475.99978239269615,54.33343234628154,10.450283,1.7155101,23.298534,3.2447913,17.595304986133666,1.9585567074762507,18.86135924710846,2.424919588288919,,
1993-08-20,381.4161804076916,473.5944278844328,53.724715305963365,10.694351,1.6921915,22.164711,5.2852626,17.047837849541587,3.023290442624064,18.287725052810064,3.4896488096748857,,
1993-08-21,377.775261494792,467.4352572879104,53.1237393685979,10.659907,1.7772563,23.574183,3.9796221,17.80201856931209,2.3398568072876067,19.07795303294778,2.8062214815536546,,
1993-08-22,380.168360357471,472.7337060041779,52.509609304336905,10.65338,1.7934123,21.95745,3.4716518,16.918830248378406,2.0836559163139587,18.152551329301705,2.5500132696216053,,
1993-08-23,383.5711230392405,478.9148252715566,51.8848032014189,10.7364235,1.7700998,20.632042,3.2152393,16.23118938956387,1.9511845456550592,17.43204358801852,2.4175368165720967,,
1993-08-24,383.4521151063052,477.8775491691479,51.26306875121424,10.5234995,1.699721,20.950489,3.43965,16.30853676386595,2.0529104172258994,17.513087902413467,2.5192632328297653,,
1993-08-25,365.0402935414628,452.0002617763246,50.70764750422059,10.3887,1.679469,22.495926,4.904897,17.08661612064609,2.8153075514133015,18.328356792716477,3.2816662269045276,,
1993-08-26,367.54754674532376,471.0484855285017,50.10886711890494,10.155992,1.6727941,23.660616,5.6572304,17.74168551270312,3.261209619089839,19.014736262471136,3.727573764854822,,
1993-08-27,374.7982637771464,480.2056304779496,49.49141484534003,10.225939,1.660355,23.053413,7.96263,17.430380281177765,4.530982274525525,18.68855170502257,4.997343759491599,,
1993-08-28,389.0785983426496,481.2158266282418,48.906684100130974,10.530499,1.6684102,22.418343,10.110587,17.103698246519343,5.640031579330734,18.346255385814143,6.106390391237932,,
1993-08-29,390.4005715859143,480.113717460072,48.28233191314617,10.670917,1.7302673,22.35956,7.342076,17.117540274009635,4.123045695730188,18.360759014901866,4.589404618423045,,
1993-08-30,367.4539158983436,441.50636110273496,47.71295626396413,10.852747,1.747836,20.331879,6.5471196,16.026173968076385,3.660358775516883,17.21722913019409,4.126709635799241,,
1993-08-31,354.70442583561936,455.36808152898095,47.13515902913791,10.625213,1.7247454,20.338219,4.5428014,16.08520899909674,2.6629875464593393,17.279085833896062,3.1293388080118696,,
1993-09-01,352.97590243319206,456.23084571188,46.563210452786144,10.995501,1.7781391,20.615269,6.156719,16.419126807629578,3.55675924107555,17.628963772235846,4.023112847348439,,
1993-09-02,343.7276077943156,466.78123266305215,45.995601040749165,10.941361,1.7498758,18.774181,3.9384098,15.452371256801527,2.3864897787143224,16.61600061076674,2.8528369464131487,,
1993-09-03,372.9028815206924,416.2160835186232,45.51557106826432,11.041259,1.8402011,19.21878,7.698405,15.354443778979336,4.152550983189221,16.513392534252986,4.618897558312084,,
1993-09-04,379.99331685893446,359.19931732240605,45.082766591531445,11.438882,1.8870076,21.362322,10.858316,16.2610252523029,5.364860248560795,17.463305503007682,5.831212728773964,,
1993-09-05,338.0723588867885,429.48425223781874,44.5962339266189,11.122634,1.8351331,19.24366,3.2484589,15.666732369583293,1.9892819903132017,16.84060745198267,2.455630493427543,,
1993-09-06,341.8489029883179,469.57011166212334,44.130369994207065,11.0317745,1.8099444,18.461655,2.4560664,15.331463812130817,1.612956232179132,16.489314203542193,2.079302669835078,,
1993-09-07,346.69243830891133,492.7237088489345,43.64029639857214,11.21004,1.8500896,18.615408,2.4329083,15.556871310114643,1.6196545527131603,16.725495409412662,2.086002364856034,,
1993-09-08,341.27735527018245,487.4331429056596,43.11436135244398,11.741401,2.0027168,17.85748,2.4080505,15.338771950269269,1.6390034796527424,16.496971645702043,2.1053499609607176,,
1993-09-09,334.4476887018621,461.03360149458734,42.6295975633462,12.275657,2.148813,17.097261,1.7391467,15.070092999831965,1.3535719503998365,16.215450759866883,1.8199168670262622,,
1993-09-10,287.0995891633987,407.0680716252891,42.26772915351047,12.838878,2.354972,17.348051,1.9876171,15.483109931158243,1.5189433419962197,16.648208488682805,1.9852906979616396,,
