date,tmmx_water_lordville,tmmn_water_lordville,tavg_water_lordville,discharge_lordville,tmmx_water_lordville_src,tmmn_water_lordville_src,tavg_water_lordville_src,discharge_lordville_src
2013-01-05,0.7,0.2,0.4,982.4064,obs,obs,obs,obs
2013-01-06,1.2,0.1,0.6,937.164,obs,obs,obs,obs
2013-01-07,1.9,1.1,1.4,911.3112,obs,obs,obs,obs
2013-01-08,1.1,0.1,0.4,820.8264,obs,obs,obs,obs
2013-01-09,0.5,0.1,0.2,794.9736,obs,obs,obs,obs
2013-01-10,1.1,0.1,0.6,801.4368000000001,obs,obs,obs,obs
2013-01-11,1.5,0.8,1.1,814.3632,obs,obs,obs,obs
2013-01-12,3.0,1.5,2.2,898.3848,obs,obs,obs,obs
2013-01-13,3.6,3.0,3.3,1189.2288,obs,obs,obs,obs
2013-01-14,4.2,3.5,3.8,2016.5184,obs,obs,obs,obs
2013-01-15,3.6,2.6,3.0,2662.8384,obs,obs,obs,obs
2013-01-16,2.6,1.7,2.0,2287.9728,obs,obs,obs,obs
2013-01-17,2.1,1.5,1.8,1977.7392,obs,obs,obs,obs
2013-01-18,1.8,0.2,1.0,1686.8952,obs,obs,obs,obs
2013-01-19,1.0,0.1,0.4,1415.4408,obs,obs,obs,obs
2013-01-20,2.0,0.9,1.4,1228.008,obs,obs,obs,obs
2013-01-21,1.5,0.1,0.6,1085.8176,obs,obs,obs,obs
2013-01-22,0.3,0.1,0.1,917.7744,obs,obs,obs,obs
2013-01-23,0.3,0.1,0.1,820.8264,obs,obs,obs,obs
2013-01-24,0.2,0.1,0.1,807.9,obs,obs,obs,obs
2013-01-25,0.1,0.1,0.1,814.3632,obs,obs,obs,obs
2013-01-26,0.1,0.1,0.1,807.9,obs,obs,obs,obs
2013-01-27,0.1,0.1,0.1,782.0472,obs,obs,obs,obs
2013-01-28,0.1,0.1,0.1,807.9,obs,obs,obs,obs
2013-01-29,0.2,0.1,0.1,859.6056,obs,obs,obs,obs
2013-01-30,0.2,0.1,0.2,1324.956,obs,obs,obs,obs
2013-01-31,0.2,0.0,0.1,5461.404,obs,obs,obs,obs
2013-02-01,0.2,0.0,0.1,3826.2144,obs,obs,obs,obs
2013-02-02,0.0,0.0,0.0,2488.332,obs,obs,obs,obs
2013-02-03,0.0,0.0,0.0,2016.5184,obs,obs,obs,obs
2013-02-04,0.0,0.0,0.0,1725.6744,obs,obs,obs,obs
2013-02-05,0.2,0.0,0.1,1589.9472,obs,obs,obs,obs
2013-02-06,0.7,0.1,0.4,1467.1464,obs,obs,obs,obs
2013-02-07,0.2,0.0,0.0,1363.7352,obs,obs,obs,obs
2013-02-08,0.1,0.0,0.0,1299.1032,obs,obs,obs,obs
2013-02-09,0.1,0.0,0.0,1202.1552,obs,obs,obs,obs
2013-02-10,0.3,0.0,0.1,1143.9864,obs,obs,obs,obs
2013-02-11,0.7,0.2,0.4,1260.324,obs,obs,obs,obs
2013-02-12,1.1,0.7,0.9,1299.1032,obs,obs,obs,obs
2013-02-13,2.2,0.8,1.3,1273.2504,obs,obs,obs,obs
2013-02-14,2.7,1.6,2.2,1228.008,obs,obs,obs,obs
2013-02-15,3.2,2.0,2.6,1195.692,obs,obs,obs,obs
2013-02-16,3.0,1.9,2.5,1189.2288,obs,obs,obs,obs
2013-02-17,1.9,0.0,0.7,1001.796,obs,obs,obs,obs
2013-02-18,0.3,0.0,0.1,614.004,obs,obs,obs,obs
2013-02-19,0.1,0.0,0.0,635.3325600000001,obs,obs,obs,obs
2013-02-20,0.0,0.0,0.0,638.56416,obs,obs,obs,obs
2013-02-21,0.0,0.0,0.0,617.2356,obs,obs,obs,obs
2013-02-22,0.1,0.0,0.0,626.28408,obs,obs,obs,obs
2013-02-23,0.0,0.0,0.0,628.86936,obs,obs,obs,obs
2013-02-24,0.1,0.0,0.0,617.2356,obs,obs,obs,obs
2013-02-25,0.4,0.0,0.2,602.37024,obs,obs,obs,obs
2013-02-26,1.2,0.2,0.6,602.37024,obs,obs,obs,obs
2013-02-27,1.8,0.6,1.2,717.4152,obs,obs,obs,obs
2013-02-28,2.7,1.6,2.2,1021.1856,obs,obs,obs,obs
2013-03-01,2.6,2.0,2.3,982.4064,obs,obs,obs,obs
2013-03-02,2.1,1.3,1.7,846.6792,obs,obs,obs,obs
2013-03-03,1.3,0.5,0.9,775.5840000000001,obs,obs,obs,obs
2013-03-04,0.6,0.1,0.4,736.8048,obs,obs,obs,obs
2013-03-05,2.1,0.1,0.9,710.952,obs,obs,obs,obs
2013-03-06,2.2,1.2,1.7,704.4888,obs,obs,obs,obs
2013-03-07,3.4,1.7,2.5,685.0992,obs,obs,obs,obs
2013-03-08,3.1,2.0,2.5,704.4888,obs,obs,obs,obs
2013-03-09,4.2,1.1,2.6,691.5624,obs,obs,obs,obs
2013-03-10,5.3,2.6,4.0,749.7312000000001,obs,obs,obs,obs
2013-03-11,5.1,4.3,4.8,859.6056,obs,obs,obs,obs
2013-03-12,5.3,2.9,4.7,3044.1672,obs,obs,obs,obs
2013-03-13,3.2,1.9,2.6,7885.104,obs,obs,obs,obs
2013-03-14,3.0,1.4,2.1,3981.3312,obs,obs,obs,obs
2013-03-15,1.4,0.6,1.0,2695.1544,obs,obs,obs,obs
2013-03-16,2.1,0.9,1.5,2203.9512,obs,obs,obs,obs
2013-03-17,2.4,1.0,1.7,1919.5704,obs,obs,obs,obs
2013-03-18,1.8,0.3,1.0,1796.7696,obs,obs,obs,obs
2013-03-19,1.6,0.2,0.8,1745.064,obs,obs,obs,obs
2013-03-20,2.7,1.2,1.9,1628.7264,obs,obs,obs,obs
2013-03-21,2.4,0.9,1.8,1473.6096,obs,obs,obs,obs
2013-03-22,2.1,1.4,1.7,1408.9776,obs,obs,obs,obs
2013-03-23,2.7,1.5,2.1,1331.4192,obs,obs,obs,obs
2013-03-24,3.9,1.6,2.8,1273.2504,obs,obs,obs,obs
2013-03-25,4.1,3.2,3.7,1266.7872,obs,obs,obs,obs
2013-03-26,4.9,3.3,4.0,1253.8608,obs,obs,obs,obs
2013-03-27,4.9,2.8,4.0,1253.8608,obs,obs,obs,obs
2013-03-28,4.8,4.0,4.4,1266.7872,obs,obs,obs,obs
2013-03-29,4.7,4.0,4.4,1240.9344,obs,obs,obs,obs
2013-03-30,6.1,3.2,4.6,1169.8392000000001,obs,obs,obs,obs
2013-03-31,5.7,4.4,5.0,1124.5968,obs,obs,obs,obs
2013-04-01,6.1,4.8,5.3,1324.956,obs,obs,obs,obs
2013-04-02,4.8,3.1,3.9,1499.4624000000001,obs,obs,obs,obs
2013-04-03,4.4,2.1,3.2,1260.324,obs,obs,obs,obs
2013-04-04,5.8,2.0,3.9,1111.6704,obs,obs,obs,obs
2013-04-05,7.6,4.3,6.0,1072.8912,obs,obs,obs,obs
2013-04-06,7.6,4.5,6.2,1047.0384,obs,obs,obs,obs
2013-04-07,8.2,5.7,7.0,1008.2592,obs,obs,obs,obs
2013-04-08,10.6,6.8,8.7,995.3328,obs,obs,obs,obs
2013-04-09,13.0,9.5,11.3,1059.9648,obs,obs,obs,obs
2013-04-10,12.5,11.1,11.7,1473.6096,obs,obs,obs,obs
2013-04-11,11.1,8.2,9.6,2462.4792,obs,obs,obs,obs
2013-04-12,8.2,5.9,6.8,2410.7736,obs,obs,obs,obs
2013-04-13,6.9,5.5,6.2,2688.6912,obs,obs,obs,obs
2013-04-14,7.4,6.1,6.6,2113.4664,obs,obs,obs,obs
2013-04-15,8.8,5.7,7.2,1783.8432,obs,obs,obs,obs
2013-04-16,8.8,8.0,8.4,1602.8736000000001,obs,obs,obs,obs
2013-04-17,9.8,8.0,8.9,1809.696,linear_interpolation,obs,linear_interpolation,obs
2013-04-18,10.8,8.266666666666667,9.4,1525.3152,linear_interpolation,linear_interpolation,linear_interpolation,obs
2013-04-19,11.8,8.533333333333333,9.9,1467.1464,obs,linear_interpolation,linear_interpolation,obs
2013-04-20,11.7,8.8,10.4,2953.6824,obs,obs,obs,obs
2013-04-21,9.7,7.0,8.4,2520.648,obs,obs,obs,obs
2013-04-22,10.2,7.3,8.7,2035.9080000000001,obs,obs,obs,obs
2013-04-23,10.3,7.8,9.1,1887.2544,obs,obs,obs,obs
2013-04-24,12.2,9.0,10.6,1725.6744,obs,obs,obs,obs
2013-04-25,13.2,10.0,11.7,1525.3152,obs,obs,obs,obs
2013-04-26,12.8,9.9,11.5,1454.22,obs,obs,obs,obs
2013-04-27,13.1,9.7,11.5,1324.956,obs,obs,obs,obs
2013-04-28,13.3,10.6,12.2,1215.0816,obs,obs,obs,obs
2013-04-29,12.8,10.5,11.6,1169.8392000000001,obs,obs,obs,obs
2013-04-30,11.6,10.1,10.8,1182.7656,obs,obs,obs,obs
2013-05-01,14.4,10.0,12.3,1105.2072,obs,obs,obs,obs
2013-05-02,16.3,12.0,14.2,1008.2592,obs,obs,obs,obs
2013-05-03,17.6,14.0,15.8,833.7528,obs,obs,obs,obs
2013-05-04,18.0,14.1,16.2,788.5104,obs,obs,obs,obs
2013-05-05,18.3,14.8,16.6,756.1944,obs,obs,obs,obs
2013-05-06,18.4,14.5,16.6,717.4152,obs,obs,obs,obs
2013-05-07,19.1,16.0,17.6,652.7832,obs,obs,obs,obs
2013-05-08,18.3,16.3,17.4,678.636,obs,obs,obs,obs
2013-05-09,16.3,14.9,15.5,1247.3976,obs,obs,obs,obs
2013-05-10,16.5,14.3,15.5,1027.6488,obs,obs,obs,obs
2013-05-11,16.6,15.5,15.9,1150.4496,obs,obs,obs,obs
2013-05-12,15.5,13.6,14.7,1880.7912000000001,obs,obs,obs,obs
2013-05-13,13.6,10.6,11.9,1480.0728,obs,obs,obs,obs
2013-05-14,12.6,9.1,10.8,1273.2504,obs,obs,obs,obs
2013-05-15,13.3,10.3,11.7,1143.9864,obs,obs,obs,obs
2013-05-16,16.4,12.1,14.2,1053.5016,obs,obs,obs,obs
2013-05-17,16.6,14.0,15.3,937.164,obs,obs,obs,obs
2013-05-18,15.8,14.3,14.8,859.6056,obs,obs,obs,obs
2013-05-19,14.4,13.6,13.9,807.9,obs,obs,obs,obs
2013-05-20,17.3,13.3,15.0,794.9736,obs,obs,obs,obs
2013-05-21,21.1,16.4,18.6,756.1944,obs,obs,obs,obs
2013-05-22,22.2,19.9,20.9,788.5104,obs,obs,obs,obs
2013-05-23,21.1,18.6,19.7,1260.324,obs,obs,obs,obs
2013-05-24,18.6,13.0,15.9,1344.3456,obs,obs,obs,obs
2013-05-25,13.0,10.8,11.6,1589.9472,obs,obs,obs,obs
2013-05-26,13.0,9.9,11.3,1732.1376,obs,obs,obs,obs
2013-05-27,15.2,10.7,12.9,1518.852,obs,obs,obs,obs
2013-05-28,14.3,12.2,13.1,1525.3152,obs,obs,obs,obs
2013-05-29,14.9,11.6,13.2,2016.5184,obs,obs,obs,obs
2013-05-30,17.9,14.9,16.3,3160.5048,obs,obs,obs,obs
2013-05-31,18.4,15.6,17.1,4815.084,obs,obs,obs,obs
2013-06-01,18.2,15.7,17.1,4575.9456,obs,obs,obs,obs
2013-06-02,18.3,15.4,16.9,3393.18,obs,obs,obs,obs
2013-06-03,18.3,16.4,17.5,2675.7648,obs,obs,obs,obs
2013-06-04,18.3,15.0,16.6,2384.9208,obs,obs,obs,obs
2013-06-05,18.0,14.9,16.6,2003.592,obs,obs,obs,obs
2013-06-06,17.3,14.9,15.6,1770.9168,obs,obs,obs,obs
2013-06-07,14.9,14.1,14.3,1719.2112,obs,obs,obs,obs
2013-06-08,15.1,13.8,14.4,1867.8648,obs,obs,obs,obs
2013-06-09,18.0,14.3,16.1,1667.5056,obs,obs,obs,obs
2013-06-10,17.5,14.7,15.9,1402.5144,obs,obs,obs,obs
2013-06-11,15.0,14.3,14.7,2591.7432,obs,obs,obs,obs
2013-06-12,16.5,14.2,15.2,3399.6432,obs,obs,obs,obs
2013-06-13,15.8,13.8,14.4,4181.6904,obs,obs,obs,obs
2013-06-14,15.8,13.2,14.4,10599.648,obs,obs,obs,obs
2013-06-15,17.0,14.6,15.8,8725.32,obs,obs,obs,obs
2013-06-16,16.6,14.8,15.5,6850.992,obs,obs,obs,obs
2013-06-17,17.1,14.4,15.7,5674.6896,obs,obs,obs,obs
2013-06-18,16.3,14.5,15.4,4647.0408,obs,obs,obs,obs
2013-06-19,16.4,13.7,15.1,3819.7512,obs,obs,obs,obs
2013-06-20,15.9,12.8,14.5,2914.9032,obs,obs,obs,obs
2013-06-21,15.0,12.9,14.1,2430.1632,obs,obs,obs,obs
2013-06-22,17.1,13.3,15.2,1848.4752,obs,obs,obs,obs
2013-06-23,19.9,16.0,18.0,1389.588,obs,obs,obs,obs
2013-06-24,19.8,18.2,19.0,1266.7872,obs,obs,obs,obs
2013-06-25,20.8,17.4,19.0,1066.428,obs,obs,obs,obs
2013-06-26,20.3,19.4,19.9,1008.2592,obs,obs,obs,obs
2013-06-27,20.8,18.4,19.6,963.0168,obs,obs,obs,obs
2013-06-28,19.8,18.1,18.8,7561.944,obs,obs,obs,obs
2013-06-29,18.6,16.7,17.7,3625.8552,obs,obs,obs,obs
2013-06-30,19.2,16.8,18.1,2397.8472,obs,obs,obs,obs
2013-07-01,18.9,18.1,18.5,1913.1072,obs,obs,obs,obs
2013-07-02,19.4,17.6,18.5,2675.7648,obs,obs,obs,obs
2013-07-03,19.3,17.4,18.4,2869.6608,obs,obs,obs,obs
2013-07-04,19.6,16.7,18.2,2275.0464,obs,obs,obs,obs
2013-07-05,19.9,17.1,18.5,1997.1288,obs,obs,obs,obs
2013-07-06,19.7,17.2,18.5,1712.748,obs,obs,obs,obs
2013-07-07,20.3,18.0,19.2,1473.6096,obs,obs,obs,obs
2013-07-08,20.0,18.8,19.3,1396.0512,obs,obs,obs,obs
2013-07-09,20.7,18.5,19.5,1312.0296,obs,obs,obs,obs
2013-07-10,20.5,19.0,19.6,1092.2808,obs,obs,obs,obs
2013-07-11,21.4,18.5,19.9,1034.112,obs,obs,obs,obs
2013-07-12,20.6,18.8,19.7,963.0168,obs,obs,obs,obs
2013-07-13,19.8,18.1,18.8,943.6272,obs,obs,obs,obs
2013-07-14,22.1,18.5,20.2,917.7744,obs,obs,obs,obs
2013-07-15,23.8,20.4,21.9,885.4584,obs,obs,obs,obs
2013-07-16,24.0,20.6,22.3,846.6792,obs,obs,obs,obs
2013-07-17,23.9,20.9,22.2,911.3112,obs,obs,obs,obs
2013-07-18,21.7,19.5,20.6,995.3328,obs,obs,obs,obs
2013-07-19,21.9,19.2,20.6,924.2376,obs,obs,obs,obs
2013-07-20,23.2,21.0,21.9,762.6576,obs,obs,obs,obs
2013-07-21,22.4,19.7,21.1,749.7312000000001,obs,obs,obs,obs
2013-07-22,22.1,19.8,20.9,749.7312000000001,obs,obs,obs,obs
2013-07-23,21.1,19.5,20.3,937.164,obs,obs,obs,obs
2013-07-24,20.4,18.5,19.4,956.5536,obs,obs,obs,obs
2013-07-25,19.4,16.6,18.0,814.3632,obs,obs,obs,obs
2013-07-26,20.8,16.8,18.8,762.6576,obs,obs,obs,obs
2013-07-27,20.8,18.0,19.4,736.8048,obs,obs,obs,obs
2013-07-28,19.6,17.1,18.5,794.9736,obs,obs,obs,obs
2013-07-29,20.7,16.6,18.5,1001.796,obs,obs,obs,obs
2013-07-30,20.3,17.8,19.0,788.5104,obs,obs,obs,obs
2013-07-31,20.1,17.5,18.6,704.4888,obs,obs,obs,obs
2013-08-01,19.1,16.8,17.9,704.4888,obs,obs,obs,obs
2013-08-02,19.3,16.0,17.6,827.2896000000001,obs,obs,obs,obs
2013-08-03,20.5,17.8,19.0,814.3632,obs,obs,obs,obs
2013-08-04,19.6,17.4,18.5,736.8048,obs,obs,obs,obs
2013-08-05,19.6,16.1,17.7,685.0992,obs,obs,obs,obs
2013-08-06,19.3,16.5,18.0,659.2464,obs,obs,obs,obs
2013-08-07,18.1,16.2,16.9,646.32,obs,obs,obs,obs
2013-08-08,18.7,15.7,17.1,652.7832,obs,obs,obs,obs
2013-08-09,19.5,18.2,18.9,2598.2064,obs,obs,obs,obs
2013-08-10,19.7,17.7,18.7,3696.9504,obs,obs,obs,obs
2013-08-11,19.4,17.2,18.3,1777.38,obs,obs,obs,obs
2013-08-12,19.7,17.1,18.5,1324.956,obs,obs,obs,obs
2013-08-13,19.1,17.6,18.4,1363.7352,obs,obs,obs,obs
2013-08-14,17.6,16.0,16.6,1389.588,obs,obs,obs,obs
2013-08-15,17.4,14.5,16.0,1150.4496,obs,obs,obs,obs
2013-08-16,18.4,15.6,17.0,1027.6488,obs,obs,obs,obs
2013-08-17,18.8,15.9,17.3,1008.2592,obs,obs,obs,obs
2013-08-18,17.7,16.2,17.0,956.5536,obs,obs,obs,obs
2013-08-19,17.2,15.5,16.3,917.7744,obs,obs,obs,obs
2013-08-20,19.2,15.8,17.4,891.9216,obs,obs,obs,obs
2013-08-21,20.4,17.2,18.7,853.1424,obs,obs,obs,obs
2013-08-22,20.5,18.1,19.3,827.2896000000001,obs,obs,obs,obs
2013-08-23,21.4,18.3,19.7,840.216,obs,obs,obs,obs
2013-08-24,21.1,17.4,19.2,743.268,obs,obs,obs,obs
2013-08-25,20.7,17.4,19.1,698.0256,obs,obs,obs,obs
2013-08-26,19.5,18.1,18.8,704.4888,obs,obs,obs,obs
2013-08-27,20.1,17.6,18.8,1266.7872,obs,obs,obs,obs
2013-08-28,19.6,17.7,18.9,1266.7872,obs,obs,obs,obs
2013-08-29,20.1,17.3,18.6,1299.1032,obs,obs,obs,obs
2013-08-30,21.5,19.1,20.3,1324.956,obs,obs,obs,obs
2013-08-31,21.3,19.4,20.2,1105.2072,obs,obs,obs,obs
2013-09-01,20.0,18.5,19.2,1240.9344,obs,obs,obs,obs
2013-09-02,20.6,18.7,19.6,1221.5448000000001,obs,obs,obs,obs
2013-09-03,19.8,17.7,18.6,2746.86,obs,obs,obs,obs
2013-09-04,19.0,16.5,17.7,1913.1072,obs,obs,obs,obs
2013-09-05,18.5,16.8,17.7,1454.22,obs,obs,obs,obs
2013-09-06,17.5,15.0,16.3,1221.5448000000001,obs,obs,obs,obs
2013-09-07,16.2,14.5,15.6,1085.8176,obs,obs,obs,obs
2013-09-08,17.3,15.3,16.0,995.3328,obs,obs,obs,obs
2013-09-09,16.9,14.1,15.6,917.7744,obs,obs,obs,obs
2013-09-10,18.5,16.3,17.2,878.9952,obs,obs,obs,obs
2013-09-11,19.5,17.2,18.2,885.4584,obs,obs,obs,obs
2013-09-12,18.9,17.9,18.5,1363.7352,obs,obs,obs,obs
2013-09-13,18.3,16.3,17.3,1467.1464,obs,obs,obs,obs
2013-09-14,16.3,13.8,14.9,1331.4192,obs,obs,obs,obs
2013-09-15,14.6,12.6,13.7,1156.9128,obs,obs,obs,obs
2013-09-16,15.1,13.6,14.3,1053.5016,obs,obs,obs,obs
2013-09-17,15.2,12.1,13.7,924.2376,obs,obs,obs,obs
2013-09-18,15.9,12.7,14.3,859.6056,obs,obs,obs,obs
2013-09-19,16.7,13.7,15.1,807.9,obs,obs,obs,obs
2013-09-20,17.6,14.4,15.9,782.0472,obs,obs,obs,obs
2013-09-21,17.4,15.5,16.5,749.7312000000001,obs,obs,obs,obs
2013-09-22,16.8,14.7,15.8,801.4368000000001,obs,obs,obs,obs
2013-09-23,14.7,13.0,13.6,782.0472,obs,obs,obs,obs
2013-09-24,14.6,11.5,13.0,717.4152,obs,obs,obs,obs
2013-09-25,15.2,12.4,13.7,685.0992,obs,obs,obs,obs
2013-09-26,16.3,13.3,14.6,659.2464,obs,obs,obs,obs
2013-09-27,16.6,13.8,15.1,665.7096,obs,obs,obs,obs
2013-09-28,16.8,14.3,15.4,762.6576,obs,obs,obs,obs
2013-09-29,15.3,13.4,14.3,891.9216,obs,obs,obs,obs
2013-09-30,15.2,13.2,14.1,950.0904,obs,obs,obs,obs
2013-10-01,15.2,13.3,14.2,1001.796,obs,obs,obs,obs
2013-10-02,15.6,13.6,14.6,937.164,obs,obs,obs,obs
2013-10-03,16.0,14.3,15.1,846.6792,obs,obs,obs,obs
2013-10-04,16.2,14.8,15.4,878.9952,obs,obs,obs,obs
2013-10-05,16.6,15.3,15.8,917.7744,obs,obs,obs,obs
2013-10-06,16.0,15.2,15.6,1066.428,obs,obs,obs,obs
2013-10-07,15.9,15.0,15.4,904.848,obs,obs,obs,obs
2013-10-08,15.6,13.8,14.7,1066.428,obs,obs,obs,obs
2013-10-09,14.5,12.9,13.8,814.3632,obs,obs,obs,obs
2013-10-10,13.5,12.3,12.6,704.4888,obs,obs,obs,obs
2013-10-11,14.2,11.9,13.0,610.7724000000001,obs,obs,obs,obs
2013-10-12,14.8,12.2,13.5,576.51744,obs,obs,obs,obs
2013-10-13,15.7,13.5,14.3,573.28584,obs,obs,obs,obs
2013-10-14,15.7,13.7,14.6,636.6252,obs,obs,obs,obs
2013-10-15,16.0,14.0,15.0,698.0256,obs,obs,obs,obs
2013-10-16,15.5,13.8,14.5,710.952,obs,obs,obs,obs
2013-10-17,15.7,13.5,14.5,749.7312000000001,obs,obs,obs,obs
2013-10-18,15.4,13.4,14.6,723.8784,obs,obs,obs,obs
2013-10-19,13.4,12.1,12.6,640.50312,obs,obs,obs,obs
2013-10-20,12.6,10.7,11.5,639.8568,obs,obs,obs,obs
2013-10-21,12.3,10.1,11.0,553.89624,obs,obs,obs,obs
2013-10-22,12.0,10.4,11.0,585.56592,obs,obs,obs,obs
2013-10-23,10.4,8.9,9.5,639.8568,obs,obs,obs,obs
2013-10-24,9.3,8.2,8.7,762.6576,obs,obs,obs,obs
2013-10-25,9.1,8.1,8.5,736.8048,obs,obs,obs,obs
2013-10-26,9.2,7.8,8.5,788.5104,obs,obs,obs,obs
2013-10-27,9.8,8.7,9.1,762.6576,obs,obs,obs,obs
2013-10-28,9.5,8.0,8.9,730.3416,obs,obs,obs,obs
2013-10-29,9.9,8.5,9.1,743.268,obs,obs,obs,obs
2013-10-30,10.8,9.1,9.8,730.3416,obs,obs,obs,obs
2013-10-31,10.7,10.0,10.3,645.67368,obs,obs,obs,obs
2013-11-01,13.0,10.7,11.9,775.5840000000001,obs,obs,obs,obs
2013-11-02,12.2,10.4,11.1,1163.376,obs,obs,obs,obs
2013-11-03,10.4,7.8,9.4,1072.8912,obs,obs,obs,obs
2013-11-04,7.8,6.2,6.9,891.9216,obs,obs,obs,obs
2013-11-05,6.8,5.6,6.3,624.34512,obs,obs,obs,obs
2013-11-06,8.1,6.7,7.4,577.16376,obs,obs,obs,obs
2013-11-07,8.8,8.0,8.4,643.73472,obs,obs,obs,obs
2013-11-08,8.0,6.1,7.1,988.8696,obs,obs,obs,obs
2013-11-09,6.5,5.3,6.0,1014.7224,obs,obs,obs,obs
2013-11-10,7.0,6.4,6.7,995.3328,obs,obs,obs,obs
2013-11-11,6.7,6.0,6.4,885.4584,obs,obs,obs,obs
2013-11-12,6.3,3.8,5.1,743.268,obs,obs,obs,obs
2013-11-13,3.8,2.2,2.8,704.4888,obs,obs,obs,obs
2013-11-14,2.7,1.2,2.0,678.636,obs,obs,obs,obs
2013-11-15,3.3,1.5,2.4,730.3416,obs,obs,obs,obs
2013-11-16,5.1,3.2,4.1,743.268,obs,obs,obs,obs
2013-11-17,6.8,4.9,5.7,629.51568,obs,obs,obs,obs
2013-11-18,8.7,6.8,7.8,743.268,obs,obs,obs,obs
2013-11-19,8.0,4.9,6.5,1008.2592,obs,obs,obs,obs
2013-11-20,4.9,3.2,3.8,833.7528,obs,obs,obs,obs
2013-11-21,3.2,1.8,2.6,762.6576,obs,obs,obs,obs
2013-11-22,4.5,3.0,3.7,775.5840000000001,obs,obs,obs,obs
2013-11-23,4.8,3.2,4.2,885.4584,obs,obs,obs,obs
2013-11-24,3.2,-0.1,1.2,911.3112,obs,obs,obs,obs
2013-11-25,0.9,0.0,0.2,943.6272,obs,obs,obs,obs
2013-11-26,1.3,0.8,1.1,917.7744,obs,obs,obs,obs
2013-11-27,2.3,1.1,1.7,3257.4528,obs,obs,obs,obs
2013-11-28,2.2,1.2,1.7,3858.5304,obs,obs,obs,obs
2013-11-29,1.3,0.7,1.1,2436.6264,obs,obs,obs,obs
2013-11-30,0.7,0.0,0.2,1848.4752,obs,obs,obs,obs
2013-12-01,1.7,0.2,0.8,1602.8736000000001,obs,obs,obs,obs
2013-12-02,3.2,1.7,2.5,1428.3672,obs,obs,obs,obs
2013-12-03,4.1,3.1,3.5,1318.4928,obs,obs,obs,obs
2013-12-04,4.4,3.5,3.9,1240.9344,obs,obs,obs,obs
2013-12-05,5.3,4.4,4.7,1215.0816,obs,obs,obs,obs
2013-12-06,5.7,4.7,5.4,1790.3064,obs,obs,obs,obs
2013-12-07,4.7,2.7,3.9,1913.1072,obs,obs,obs,obs
2013-12-08,2.7,1.2,1.6,1648.116,obs,obs,obs,obs
2013-12-09,1.4,0.9,1.2,1492.9992,obs,obs,obs,obs
2013-12-10,1.6,1.0,1.4,1441.2936,obs,obs,obs,obs
2013-12-11,1.0,0.3,0.5,1324.956,obs,obs,obs,obs
2013-12-12,0.3,-0.1,0.0,1208.6184,obs,obs,obs,obs
2013-12-13,0.0,0.0,0.0,1124.5968,obs,obs,obs,obs
2013-12-14,0.0,0.0,0.0,1098.744,obs,obs,obs,obs
2013-12-15,0.0,0.0,0.0,891.9216,obs,obs,obs,obs
2013-12-16,0.0,0.0,0.0,1150.4496,obs,obs,obs,obs
2013-12-17,0.2,0.0,0.1,885.4584,obs,obs,obs,obs
2013-12-18,0.1,0.0,0.1,891.9216,obs,obs,obs,obs
2013-12-19,0.1,0.0,0.0,1169.8392000000001,obs,obs,obs,obs
2013-12-20,0.1,0.0,0.0,1124.5968,obs,obs,obs,obs
2013-12-21,0.0,0.0,0.0,1228.008,obs,obs,obs,obs
2013-12-22,3.3,0.0,0.8,4679.3568000000005,obs,obs,obs,obs
2013-12-23,4.6,3.3,4.3,5758.7112,obs,obs,obs,obs
2013-12-24,4.4,1.8,3.2,4272.1752,obs,obs,obs,obs
2013-12-25,1.8,-0.1,0.5,2843.808,obs,obs,obs,obs
2013-12-26,0.0,-0.1,-0.0,2165.172,obs,obs,obs,obs
2013-12-27,0.7,0.0,0.3,1751.5272,obs,obs,obs,obs
2013-12-28,1.0,0.1,0.6,1557.6312,obs,obs,obs,obs
2013-12-29,1.3,0.7,0.9,1505.9256,obs,obs,obs,obs
2013-12-30,1.9,0.8,1.6,3600.0024,obs,obs,obs,obs
2013-12-31,0.8,0.0,0.1,1932.4968000000001,obs,obs,obs,obs
2014-01-01,0.0,0.0,0.0,1564.0944,obs,obs,obs,obs
2014-01-02,0.0,0.0,0.0,1324.956,obs,obs,obs,obs
2014-01-03,0.0,0.0,0.0,1202.1552,obs,obs,obs,obs
2014-01-04,0.0,0.0,0.0,1150.4496,obs,obs,obs,obs
2014-01-05,0.0,0.0,0.0,1234.4712,obs,obs,obs,obs
2014-01-06,0.0,0.0,0.0,2559.4272,obs,obs,obs,obs
2014-01-07,0.0,0.0,0.0,2281.5096,obs,obs,obs,obs
2014-01-08,0.0,0.0,0.0,2139.3192,obs,obs,obs,obs
2014-01-09,0.0,0.0,0.0,2010.0552,obs,obs,obs,obs
2014-01-10,0.0,0.0,0.0,2042.3712,obs,obs,obs,obs
2014-01-11,0.5,-0.1,0.1,3037.704,obs,obs,obs,obs
2014-01-12,1.7,0.1,1.0,7432.68,obs,obs,obs,obs
2014-01-13,2.4,1.3,1.7,4679.3568000000005,obs,obs,obs,obs
2014-01-14,3.1,2.4,2.8,4382.0496,obs,obs,obs,obs
2014-01-15,3.4,2.6,3.0,4666.4304,obs,obs,obs,obs
2014-01-16,3.2,2.4,2.8,3936.0888,obs,obs,obs,obs
2014-01-17,2.4,1.5,1.9,3425.496,obs,obs,obs,obs
