date,tmmx_water_cannonsville,tmmn_water_cannonsville,tavg_water_cannonsville,discharge_cannonsville,tmmx_water_cannonsville_src,tmmn_water_cannonsville_src,tavg_water_cannonsville_src,discharge_cannonsville_src
1979-05-15,14.746153846153847,10.192307692307692,12.538461538461538,31.66968,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-16,14.86923076923077,10.538461538461538,12.807692307692308,25.852800000000002,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-17,14.992307692307692,10.884615384615385,13.076923076923077,25.20648,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-18,15.115384615384617,11.23076923076923,13.346153846153847,25.20648,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-19,15.23846153846154,11.576923076923077,13.615384615384615,25.20648,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-20,15.361538461538462,11.923076923076923,13.884615384615385,20.68224,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-21,15.484615384615385,12.26923076923077,14.153846153846153,20.03592,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-22,15.607692307692309,12.615384615384615,14.423076923076923,20.03592,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-23,15.730769230769232,12.961538461538462,14.692307692307692,20.68224,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-24,15.853846153846154,13.307692307692307,14.961538461538462,36.19392,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-25,15.976923076923079,13.653846153846153,15.23076923076923,171.2748,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-05-26,16.1,14.0,15.5,1260.324,obs,obs,obs,obs
1979-05-27,13.6,11.5,12.5,2294.436,obs,obs,obs,obs
1979-05-28,14.3,12.5,13.5,2346.1416,obs,obs,obs,obs
1979-05-29,14.2,13.1,13.5,2184.5616,obs,obs,obs,obs
1979-05-30,14.0,13.0,13.5,2048.8344,obs,obs,obs,obs
1979-05-31,15.3,13.1,14.5,1770.9168,obs,obs,obs,obs
1979-06-01,17.3,14.7,16.0,1447.7568,obs,obs,obs,obs
1979-06-02,18.3,16.2,17.0,1195.692,obs,obs,obs,obs
1979-06-03,17.3,16.0,17.0,1124.5968,obs,obs,obs,obs
1979-06-04,18.8,15.8,17.0,1040.5752,obs,obs,obs,obs
1979-06-05,19.0,16.1,17.0,885.4584,obs,obs,obs,obs
1979-06-06,19.4,15.5,18.0,769.1208,obs,obs,obs,obs
1979-06-07,20.7,18.0,19.0,659.2464,obs,obs,obs,obs
1979-06-08,21.0,19.4,20.0,505.42224,obs,obs,obs,obs
1979-06-09,21.1,18.9,20.0,379.38984,obs,obs,obs,obs
1979-06-10,20.7,18.8,19.5,294.0756,obs,obs,obs,obs
1979-06-11,19.4,15.1,18.0,248.8332,obs,obs,obs,obs
1979-06-12,16.5,13.5,15.5,208.76136,obs,obs,obs,obs
1979-06-13,14.0,8.5,10.5,334.14744,obs,obs,obs,obs
1979-06-14,10.5,7.8,9.0,272.74704,obs,obs,obs,obs
1979-06-15,8.3,6.2,7.0,230.73624,obs,obs,obs,obs
1979-06-16,7.9,5.1,6.0,216.5172,obs,obs,obs,obs
1979-06-17,8.7,5.1,6.5,215.87088,obs,obs,obs,obs
1979-06-18,6.3,4.9,5.5,215.87088,obs,obs,obs,obs
1979-06-19,7.7,4.7,6.0,215.22456,obs,obs,obs,obs
1979-06-20,8.9,4.6,6.0,213.93192,obs,obs,obs,obs
1979-06-21,8.1,4.6,6.0,213.93192,obs,obs,obs,obs
1979-06-22,7.0,5.1,5.5,215.87088,obs,obs,obs,obs
1979-06-23,7.0,4.9,5.5,215.22456,obs,obs,obs,obs
1979-06-24,6.2,4.9,5.5,214.57824,obs,obs,obs,obs
1979-06-25,7.9,4.6,6.0,238.49208000000002,obs,obs,obs,obs
1979-06-26,8.2,4.9,6.0,365.81712,obs,obs,obs,obs
1979-06-27,7.7,4.9,6.0,394.2552,obs,obs,obs,obs
1979-06-28,6.3,5.1,5.5,398.77944,obs,obs,obs,obs
1979-06-29,8.3,5.0,6.0,363.87816,obs,obs,obs,obs
1979-06-30,7.3,5.4,6.0,215.22456,obs,obs,obs,obs
1979-07-01,7.9,5.6,6.5,215.22456,obs,obs,obs,obs
1979-07-02,6.3,5.1,5.5,358.7076,obs,obs,obs,obs
1979-07-03,8.2,5.2,6.5,230.73624,obs,obs,obs,obs
1979-07-04,7.5,5.1,6.0,216.5172,obs,obs,obs,obs
1979-07-05,6.2,4.9,5.5,394.2552,obs,obs,obs,obs
1979-07-06,6.5,5.0,5.5,515.11704,obs,obs,obs,obs
1979-07-07,7.8,5.1,6.0,351.59808,obs,obs,obs,obs
1979-07-08,7.7,5.2,6.0,350.30544,obs,obs,obs,obs
1979-07-09,7.0,5.4,6.0,460.82616,obs,obs,obs,obs
1979-07-10,7.4,5.3,6.0,495.08112,obs,obs,obs,obs
1979-07-11,7.2,5.5,6.0,563.59104,obs,obs,obs,obs
1979-07-12,6.7,5.3,6.0,672.1728,obs,obs,obs,obs
1979-07-13,8.1,5.6,6.5,672.1728,obs,obs,obs,obs
1979-07-14,8.2,5.5,6.5,418.16904,obs,obs,obs,obs
1979-07-15,7.8,5.5,6.5,401.36472,obs,obs,obs,obs
1979-07-16,7.1,5.7,6.0,467.93568,obs,obs,obs,obs
1979-07-17,8.2,5.4,6.5,407.1816,obs,obs,obs,obs
1979-07-18,7.5,5.5,6.0,328.33056,obs,obs,obs,obs
1979-07-19,7.4,5.4,6.0,412.99848000000003,obs,obs,obs,obs
1979-07-20,8.0,5.4,6.5,372.28032,obs,obs,obs,obs
1979-07-21,7.7,5.5,6.5,353.53704,obs,obs,obs,obs
1979-07-22,7.5,5.7,6.5,365.81712,obs,obs,obs,obs
1979-07-23,7.3,5.5,6.0,391.0236,obs,obs,obs,obs
1979-07-24,7.6,5.6,6.5,383.91408,obs,obs,obs,obs
1979-07-25,8.0,5.5,6.5,441.43656,obs,obs,obs,obs
1979-07-26,6.8,6.0,6.5,595.90704,obs,obs,obs,obs
1979-07-27,6.2,5.6,6.0,659.2464,obs,obs,obs,obs
1979-07-28,6.310204081632653,5.648979591836734,6.071428571428571,430.44912,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-07-29,6.420408163265306,5.697959183673469,6.142857142857143,405.24264,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-07-30,6.530612244897959,5.746938775510204,6.214285714285714,537.73824,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-07-31,6.640816326530612,5.795918367346938,6.285714285714286,524.81184,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-01,6.751020408163265,5.844897959183673,6.357142857142857,529.9824,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-02,6.8612244897959185,5.893877551020408,6.428571428571429,492.49584,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-03,6.9714285714285715,5.942857142857142,6.5,437.55864,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-04,7.081632653061225,5.9918367346938775,6.571428571428571,546.1404,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-05,7.191836734693878,6.040816326530612,6.642857142857142,400.07208,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-06,7.302040816326531,6.089795918367346,6.714285714285714,440.79024,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-07,7.412244897959184,6.1387755102040815,6.785714285714286,501.54432,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-08,7.522448979591837,6.187755102040816,6.857142857142857,548.72568,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-09,7.63265306122449,6.236734693877551,6.928571428571429,794.9736,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-10,7.742857142857143,6.285714285714286,7.0,820.8264,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-11,7.853061224489796,6.33469387755102,7.071428571428571,623.0524800000001,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-12,7.963265306122449,6.383673469387755,7.142857142857142,401.36472,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-13,8.073469387755102,6.43265306122449,7.214285714285714,316.05048,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-14,8.183673469387756,6.481632653061224,7.285714285714286,361.29288,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-15,8.293877551020408,6.530612244897959,7.357142857142857,464.05776000000003,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-16,8.40408163265306,6.579591836734694,7.428571428571429,541.61616,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-17,8.514285714285714,6.628571428571428,7.5,659.2464,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-18,8.624489795918368,6.677551020408163,7.571428571428571,646.32,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-19,8.73469387755102,6.726530612244898,7.642857142857142,691.5624,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-20,8.844897959183672,6.775510204081632,7.714285714285714,659.2464,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-21,8.955102040816326,6.8244897959183675,7.785714285714286,637.27152,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-22,9.06530612244898,6.873469387755102,7.857142857142857,665.7096,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-23,9.175510204081633,6.922448979591836,7.928571428571429,736.8048,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-24,9.285714285714285,6.9714285714285715,8.0,615.29664,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-25,9.395918367346939,7.020408163265306,8.071428571428571,599.13864,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-26,9.506122448979593,7.06938775510204,8.142857142857142,678.636,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-27,9.616326530612245,7.118367346938776,8.214285714285714,659.2464,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-28,9.726530612244897,7.16734693877551,8.285714285714285,652.7832,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-29,9.83673469387755,7.216326530612244,8.357142857142858,685.0992,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-30,9.946938775510205,7.26530612244898,8.428571428571429,678.636,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-08-31,10.057142857142857,7.314285714285714,8.5,730.3416,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-01,10.167346938775509,7.3632653061224485,8.571428571428571,769.1208,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-02,10.277551020408163,7.412244897959184,8.642857142857142,775.5840000000001,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-03,10.387755102040817,7.461224489795918,8.714285714285714,652.7832,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-04,10.49795918367347,7.5102040816326525,8.785714285714285,470.52096,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-05,10.608163265306121,7.559183673469388,8.857142857142858,40.71816,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-06,10.718367346938775,7.608163265306122,8.928571428571429,34.25496,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-07,10.82857142857143,7.657142857142857,9.0,29.73072,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-08,10.938775510204081,7.706122448979592,9.071428571428571,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-09,11.048979591836734,7.755102040816326,9.142857142857142,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-10,11.159183673469387,7.804081632653061,9.214285714285714,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-11,11.269387755102041,7.853061224489796,9.285714285714285,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-12,11.379591836734694,7.90204081632653,9.357142857142858,37.48656,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-13,11.489795918367346,7.951020408163265,9.428571428571429,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-14,11.6,8.0,9.5,444.02184,obs,obs,obs,obs
1979-09-15,9.1,7.3,8.0,435.61968,obs,obs,obs,obs
1979-09-16,12.7,7.2,9.5,56.87616,obs,obs,obs,obs
1979-09-17,11.45,7.4,9.25,33.60864,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-18,10.2,7.6,9.0,80.79,obs,obs,obs,obs
1979-09-19,10.0,6.7,8.0,164.16528,obs,obs,obs,obs
1979-09-20,9.3,6.7,7.5,237.19944,obs,obs,obs,obs
1979-09-21,9.2,7.2,8.0,151.23888,obs,obs,obs,obs
1979-09-22,11.5,8.7,9.5,39.42552,obs,obs,obs,obs
1979-09-23,11.033333333333333,8.483333333333333,9.166666666666666,29.73072,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-24,10.566666666666666,8.266666666666666,8.833333333333334,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-25,10.1,8.05,8.5,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-26,9.633333333333333,7.833333333333333,8.166666666666666,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-27,9.166666666666666,7.616666666666667,7.833333333333334,29.0844,linear_interpolation,linear_interpolation,linear_interpolation,obs
1979-09-28,8.7,7.4,7.5,204.23712,obs,obs,obs,obs
1979-09-29,9.0,7.7,8.0,255.2964,obs,obs,obs,obs
1979-09-30,10.1,8.6,9.5,48.474000000000004,obs,obs,obs,obs
1979-10-01,9.3,7.6,8.0,144.77568,obs,obs,obs,obs
1979-10-02,12.0,8.6,10.0,47.82768,obs,obs,obs,obs
1979-10-03,11.9,9.0,10.5,31.02336,obs,obs,obs,obs
1979-10-04,11.4,8.8,10.0,31.02336,obs,obs,obs,obs
1979-10-05,10.7,8.9,10.0,29.73072,obs,obs,obs,obs
1979-10-06,13.4,8.2,10.0,31.02336,obs,obs,obs,obs
1979-10-07,9.5,7.6,8.5,30.37704,obs,obs,obs,obs
1979-10-08,10.8,6.5,8.0,31.02336,obs,obs,obs,obs
1979-10-09,8.8,7.1,8.0,31.02336,obs,obs,obs,obs
1979-10-10,8.6,6.3,7.0,31.02336,obs,obs,obs,obs
1979-10-11,8.9,6.1,7.0,30.37704,obs,obs,obs,obs
1979-10-12,8.0,6.2,7.0,30.37704,obs,obs,obs,obs
1979-10-13,9.4,7.1,8.0,31.02336,obs,obs,obs,obs
1979-10-14,8.5,6.5,7.5,30.37704,obs,obs,obs,obs
1979-10-15,7.5,6.0,6.5,30.37704,obs,obs,obs,obs
1979-10-16,10.4,6.0,8.0,30.37704,obs,obs,obs,obs
1979-10-17,9.3,6.5,8.0,30.37704,obs,obs,obs,obs
1979-10-18,11.1,8.4,9.5,30.37704,obs,obs,obs,obs
1979-10-19,12.9,8.3,10.0,30.37704,obs,obs,obs,obs
1979-10-20,12.9,8.8,10.5,30.37704,obs,obs,obs,obs
1979-10-21,14.3,8.9,10.5,30.37704,obs,obs,obs,obs
1979-10-22,13.4,9.1,10.5,30.37704,obs,obs,obs,obs
1979-10-23,13.3,8.7,10.5,30.37704,obs,obs,obs,obs
1979-10-24,9.8,7.7,8.5,33.60864,obs,obs,obs,obs
1979-10-25,7.7,6.3,7.0,31.02336,obs,obs,obs,obs
1979-10-26,7.6,5.1,6.0,31.02336,obs,obs,obs,obs
1979-10-27,6.4,4.7,5.5,31.02336,obs,obs,obs,obs
1979-10-28,6.7,5.0,6.0,31.02336,obs,obs,obs,obs
1979-10-29,6.9,6.3,6.5,31.02336,obs,obs,obs,obs
1979-10-30,7.2,5.4,6.5,29.73072,obs,obs,obs,obs
1979-10-31,10.9,5.1,7.0,25.20648,obs,obs,obs,obs
1979-11-01,10.6,5.6,8.0,25.852800000000002,obs,obs,obs,obs
1979-11-02,9.3,8.2,9.0,31.66968,obs,obs,obs,obs
1979-11-03,8.6,5.8,7.5,30.37704,obs,obs,obs,obs
1979-11-04,8.0,4.6,6.5,27.79176,obs,obs,obs,obs
1979-11-05,9.6,4.9,7.0,27.14544,obs,obs,obs,obs
1979-11-06,8.2,4.8,6.5,26.49912,obs,obs,obs,obs
1979-11-07,7.3,6.1,7.0,26.49912,obs,obs,obs,obs
1979-11-08,8.3,5.6,6.5,26.49912,obs,obs,obs,obs
1979-11-09,7.9,5.5,7.0,26.49912,obs,obs,obs,obs
1979-11-10,8.9,7.2,8.5,26.49912,obs,obs,obs,obs
1979-11-11,7.5,6.5,7.0,25.852800000000002,obs,obs,obs,obs
1979-11-12,7.1,5.7,6.5,25.852800000000002,obs,obs,obs,obs
1979-11-13,7.9,5.6,6.5,24.56016,obs,obs,obs,obs
1979-11-14,7.2,5.0,6.0,24.56016,obs,obs,obs,obs
1979-11-15,6.5,4.0,5.0,24.56016,obs,obs,obs,obs
1979-11-16,5.3,2.9,4.5,24.56016,obs,obs,obs,obs
1979-11-17,8.5,2.9,5.5,24.56016,obs,obs,obs,obs
1979-11-18,7.8,5.3,6.5,24.56016,obs,obs,obs,obs
1979-11-19,9.4,5.8,7.0,24.56016,obs,obs,obs,obs
1979-11-20,10.0,5.9,7.5,24.56016,obs,obs,obs,obs
1979-11-21,10.0,6.3,8.0,24.56016,obs,obs,obs,obs
1979-11-22,8.5,7.2,8.0,24.56016,obs,obs,obs,obs
1979-11-23,11.0,7.3,8.5,24.56016,obs,obs,obs,obs
1979-11-24,10.7,8.5,9.5,25.852800000000002,obs,obs,obs,obs
1979-11-25,9.9,8.6,9.0,25.20648,obs,obs,obs,obs
1979-11-26,11.6,9.1,10.5,29.0844,obs,obs,obs,obs
1979-11-27,9.3,6.3,8.0,29.0844,obs,obs,obs,obs
1979-11-28,7.7,5.3,6.5,27.79176,obs,obs,obs,obs
1979-11-29,5.9,3.8,5.0,59.46144,obs,obs,obs,obs
1979-11-30,7.4,5.0,7.0,387.79200000000003,obs,obs,obs,obs
1979-12-01,7.6,7.1,7.5,633.3936,obs,obs,obs,obs
1979-12-02,7.4,7.0,7.0,717.4152,obs,obs,obs,obs
1979-12-03,7.5,6.9,7.0,717.4152,obs,obs,obs,obs
1979-12-04,7.2,6.9,7.0,642.44208,obs,obs,obs,obs
1979-12-05,7.1,6.8,7.0,433.0344,obs,obs,obs,obs
1979-12-06,7.4,6.6,7.0,270.16176,obs,obs,obs,obs
1979-12-07,7.1,6.5,7.0,191.31072,obs,obs,obs,obs
1979-12-08,6.6,5.5,6.0,216.5172,obs,obs,obs,obs
1979-12-09,6.3,5.6,6.0,254.65008,obs,obs,obs,obs
1979-12-10,6.9,6.1,6.5,274.03968,obs,obs,obs,obs
1979-12-11,7.4,6.2,6.5,277.9176,obs,obs,obs,obs
1979-12-12,7.5,6.4,7.0,283.08816,obs,obs,obs,obs
1979-12-13,6.3,5.9,6.0,288.25872,obs,obs,obs,obs
1979-12-14,5.9,5.5,5.5,288.25872,obs,obs,obs,obs
1979-12-15,6.1,5.3,5.5,270.16176,obs,obs,obs,obs
1979-12-16,6.3,5.3,6.0,254.65008,obs,obs,obs,obs
1979-12-17,5.8,4.2,4.5,250.77216,obs,obs,obs,obs
1979-12-18,4.8,4.1,4.5,232.6752,obs,obs,obs,obs
1979-12-19,4.5,4.0,4.0,216.5172,obs,obs,obs,obs
1979-12-20,5.0,4.0,4.5,204.23712,obs,obs,obs,obs
1979-12-21,5.0,3.6,4.0,180.9696,obs,obs,obs,obs
1979-12-22,4.7,4.2,4.5,94.36272,obs,obs,obs,obs
1979-12-23,6.0,4.4,5.0,51.705600000000004,obs,obs,obs,obs
1979-12-24,6.0,5.0,5.5,27.14544,obs,obs,obs,obs
1979-12-25,7.5,5.8,6.5,26.49912,obs,obs,obs,obs
1979-12-26,5.6,2.9,4.5,25.852800000000002,obs,obs,obs,obs
1979-12-27,3.8,2.4,3.0,41.36448,obs,obs,obs,obs
1979-12-28,3.8,2.1,3.0,29.73072,obs,obs,obs,obs
1979-12-29,3.7,2.8,3.0,25.852800000000002,obs,obs,obs,obs
1979-12-30,4.1,2.5,3.0,25.852800000000002,obs,obs,obs,obs
1979-12-31,4.7,1.6,3.0,25.20648,obs,obs,obs,obs
1980-01-01,4.5,1.5,2.5,25.20648,obs,obs,obs,obs
1980-01-02,3.3,2.0,2.5,25.20648,obs,obs,obs,obs
1980-01-03,3.0,1.2,2.0,25.20648,obs,obs,obs,obs
1980-01-04,2.6,0.8,1.5,25.20648,obs,obs,obs,obs
1980-01-05,4.0,1.2,2.5,25.20648,obs,obs,obs,obs
1980-01-06,3.6,0.7,1.5,24.56016,obs,obs,obs,obs
1980-01-07,2.2,0.7,1.5,24.56016,obs,obs,obs,obs
1980-01-08,2.9,0.8,1.5,24.56016,obs,obs,obs,obs
1980-01-09,2.2,0.7,1.5,24.56016,obs,obs,obs,obs
1980-01-10,2.9,0.4,1.5,123.44712,obs,obs,obs,obs
1980-01-11,4.9,1.0,2.5,63.98568,obs,obs,obs,obs
1980-01-12,4.9,0.0,1.5,27.79176,obs,obs,obs,obs
1980-01-13,2.2,0.0,1.0,25.852800000000002,obs,obs,obs,obs
1980-01-14,2.9,1.1,2.0,25.20648,obs,obs,obs,obs
1980-01-15,4.4,1.9,3.0,25.20648,obs,obs,obs,obs
1980-01-16,5.2,1.0,2.5,24.56016,obs,obs,obs,obs
1980-01-17,4.4,1.6,3.0,24.56016,obs,obs,obs,obs
1980-01-18,3.8,2.7,3.0,24.56016,obs,obs,obs,obs
1980-01-19,3.2,1.7,2.5,24.56016,obs,obs,obs,obs
1980-01-20,2.6,0.2,1.5,24.56016,obs,obs,obs,obs
1980-01-21,1.6,0.2,1.0,24.56016,obs,obs,obs,obs
1980-01-22,1.9,1.1,1.5,24.56016,obs,obs,obs,obs
1980-01-23,2.4,0.1,1.5,24.56016,obs,obs,obs,obs
1980-01-24,2.7,0.0,2.0,229.4436,obs,obs,obs,obs
1980-01-25,3.1,2.2,2.5,186.14016,obs,obs,obs,obs
1980-01-26,2.7,1.3,2.0,144.12936,obs,obs,obs,obs
1980-01-27,2.3,0.8,1.5,47.18136,obs,obs,obs,obs
1980-01-28,2.4,0.9,1.5,65.92464,obs,obs,obs,obs
1980-01-29,2.3,1.1,2.0,130.55664,obs,obs,obs,obs
1980-01-30,1.9,0.1,1.0,114.39864,obs,obs,obs,obs
1980-01-31,2.6,0.1,2.0,239.1384,obs,obs,obs,obs
1980-02-01,2.5,1.7,2.0,329.6232,obs,obs,obs,obs
1980-02-02,2.4,1.5,2.0,226.212,obs,obs,obs,obs
1980-02-03,2.5,1.5,2.0,239.1384,obs,obs,obs,obs
1980-02-04,3.0,2.0,2.5,258.528,obs,obs,obs,obs
1980-02-05,3.0,2.1,2.5,303.7704,obs,obs,obs,obs
1980-02-06,3.5,2.1,2.5,246.89424,obs,obs,obs,obs
1980-02-07,2.9,2.3,2.5,417.52272,obs,obs,obs,obs
1980-02-08,3.3,2.2,2.5,387.79200000000003,obs,obs,obs,obs
1980-02-09,3.6,2.3,2.5,277.9176,obs,obs,obs,obs
1980-02-10,3.4,2.2,2.5,258.528,obs,obs,obs,obs
1980-02-11,3.2,2.2,2.5,288.25872,obs,obs,obs,obs
1980-02-12,3.0,2.2,2.5,243.01632,obs,obs,obs,obs
1980-02-13,3.5,2.0,2.5,243.01632,obs,obs,obs,obs
1980-02-14,3.2,2.3,2.5,368.4024,obs,obs,obs,obs
1980-02-15,3.1,2.3,2.5,409.76688,obs,obs,obs,obs
1980-02-16,2.7,2.1,2.5,394.2552,obs,obs,obs,obs
1980-02-17,2.8,1.7,2.0,258.528,obs,obs,obs,obs
1980-02-18,3.7,2.1,2.5,239.1384,obs,obs,obs,obs
1980-02-19,4.3,1.8,2.5,206.82240000000002,obs,obs,obs,obs
1980-02-20,4.4,1.9,3.0,142.1904,obs,obs,obs,obs
1980-02-21,2.9,2.7,3.0,355.476,obs,obs,obs,obs
1980-02-22,2.8,1.9,2.5,165.45792,obs,obs,obs,obs
1980-02-23,3.5,1.7,2.5,31.02336,obs,obs,obs,obs
1980-02-24,3.4,2.3,3.0,71.0952,obs,obs,obs,obs
1980-02-25,4.2,0.9,2.5,123.44712,obs,obs,obs,obs
1980-02-26,2.9,2.0,2.5,324.45264000000003,obs,obs,obs,obs
1980-02-27,3.0,2.1,2.5,298.59984000000003,obs,obs,obs,obs
1980-02-28,3.0,2.0,2.5,464.05776000000003,obs,obs,obs,obs
1980-02-29,2.5,1.7,2.0,487.32528,obs,obs,obs,obs
1980-03-01,3.1,1.6,2.5,349.0128,obs,obs,obs,obs
1980-03-02,3.3,1.9,2.5,361.9392,obs,obs,obs,obs
1980-03-03,3.7,2.1,2.5,374.86560000000003,obs,obs,obs,obs
1980-03-04,4.1,2.2,3.0,293.42928,obs,obs,obs,obs
1980-03-05,2.8,2.5,2.5,130.55664,obs,obs,obs,obs
1980-03-06,4.0,2.2,3.0,246.89424,obs,obs,obs,obs
1980-03-07,4.6,2.5,3.5,226.212,obs,obs,obs,obs
1980-03-08,3.5,2.8,3.0,35.5476,obs,obs,obs,obs
1980-03-09,6.5,1.9,3.5,25.852800000000002,obs,obs,obs,obs
1980-03-10,4.3,1.0,2.5,24.56016,obs,obs,obs,obs
1980-03-11,3.3,0.0,2.0,23.91384,obs,obs,obs,obs
1980-03-12,3.8,0.0,1.5,23.91384,obs,obs,obs,obs
1980-03-13,1.5,0.0,0.5,23.91384,obs,obs,obs,obs
1980-03-14,1.8,0.0,1.0,24.56016,obs,obs,obs,obs
1980-03-15,2.4,0.1,1.5,72.38784,obs,obs,obs,obs
1980-03-16,7.0,0.1,3.0,30.37704,obs,obs,obs,obs
1980-03-17,5.5,2.1,4.0,24.56016,obs,obs,obs,obs
1980-03-18,5.7,1.8,3.5,30.37704,obs,obs,obs,obs
1980-03-19,9.2,0.7,4.5,27.14544,obs,obs,obs,obs
1980-03-20,10.5,2.4,6.0,27.14544,obs,obs,obs,obs
1980-03-21,6.6,4.5,5.5,36.19392,obs,obs,obs,obs
1980-03-22,4.6,1.6,3.0,40.71816,obs,obs,obs,obs
1980-03-23,5.3,2.0,3.5,31.02336,obs,obs,obs,obs
1980-03-24,8.5,2.9,5.0,30.37704,obs,obs,obs,obs
1980-03-25,4.0,3.0,3.5,32.96232,obs,obs,obs,obs
1980-03-26,3.4,2.1,2.5,32.96232,obs,obs,obs,obs
1980-03-27,3.1,0.9,2.0,254.65008,obs,obs,obs,obs
1980-03-28,3.2,2.1,2.5,652.7832,obs,obs,obs,obs
1980-03-29,2.6,2.4,2.5,1001.796,obs,obs,obs,obs
1980-03-30,2.6,2.4,2.5,1583.484,obs,obs,obs,obs
1980-03-31,2.4,2.3,2.5,1861.4016,obs,obs,obs,obs
1980-04-01,2.9,2.3,2.5,1874.328,obs,obs,obs,obs
1980-04-02,2.7,2.4,2.5,1667.5056,obs,obs,obs,obs
1980-04-03,3.2,2.3,2.5,1460.6832,obs,obs,obs,obs
1980-04-04,3.2,2.6,2.5,1324.956,obs,obs,obs,obs
1980-04-05,3.3,2.6,3.0,1389.588,obs,obs,obs,obs
1980-04-06,3.4,2.4,3.0,1324.956,obs,obs,obs,obs
1980-04-07,3.8,2.6,3.0,1202.1552,obs,obs,obs,obs
1980-04-08,3.8,3.0,3.5,1066.428,obs,obs,obs,obs
1980-04-09,3.8,3.3,3.5,1092.2808,obs,obs,obs,obs
1980-04-10,3.9,3.2,3.5,1518.852,obs,obs,obs,obs
1980-04-11,3.8,3.2,3.5,1667.5056,obs,obs,obs,obs
1980-04-12,4.1,3.3,3.5,1538.2416,obs,obs,obs,obs
1980-04-13,4.2,3.3,3.5,1415.4408,obs,obs,obs,obs
1980-04-14,3.9,3.6,3.5,1299.1032,obs,obs,obs,obs
