model_id,nrmse,r,r2,rmse
TempLSTM2_none,0.06500583061068702,0.5116718030786466,0.24974608590766434,5.7880140878412485
TempLSTM2_lag1,0.057615744025280816,0.6242573163308076,0.38427894921899386,5.130012722965747
TempLSTM2_Qc,0.060282337490667394,0.5755743066018568,0.3286396909380228,5.36744189507551
TempLSTM2_lag1_Qc,0.05315911026228948,0.6909128612000961,0.47584164090947667,4.733201256021702
