weight_0,center_0_0,basis_0_0,center_1_0,basis_1_0,center_2_0,basis_2_0,weight_1,center_0_1,basis_0_1,center_1_1,basis_1_1,center_2_1,basis_2_1,weight_2,center_0_2,basis_0_2,center_1_2,basis_1_2,center_2_2,basis_2_2,weight_3,center_0_3,basis_0_3,center_1_3,basis_1_3,center_2_3,basis_2_3,-Jrel,Jadd,Jtubr
0.9186762865091084,0.8967353419111912,0.07696624131219812,0.5844075055324394,0.12332056118429188,0.004930745255225716,0.16999508750105918,0.0966364657485217,0.10858163484039185,0.3285114724933897,0.7087351822849867,0.08269142152057796,0.4187143979443403,0.09598537980148106,0.7790901186029979,0.7793631442307616,0.11444944286945134,0.76038045592572,0.051961274999981155,0.15865600439995964,0.08736888421645597,0.4158283828409215,0.8225101689084727,0.0011757076528707312,0.1976701352238464,1.6674571386325505,0.9414469305910677,0.5798258247738092,-0.2211,0.7899,0.0189
0.5397803196403499,0.9008753804777775,0.11797165708607416,0.3728044474040997,0.18643969585958597,0.18760077326618665,0.30695253905520853,0.727355210172393,0.255242077699244,1.6184230581498267,0.6883768371178778,0.09177483906719187,0.37011782552778677,0.07129978804003047,0.4546590226789603,0.8989622509642412,0.028728829271617545,0.7590907263431431,0.21382470426363043,0.002613534292769955,0.00563898947438967,0.3981697312938783,0.8065265539045399,0.012765762291753694,0.8385482273384172,1.770247372486256,0.9550427316524844,0.110138075004227,-0.4754,0.7299,0.1384
0.4999625551530177,0.8886861836117657,0.05948472571489188,0.4226929377364831,1.917527299380429,0.9868907068621495,1.5446518663599818,0.2742477222942397,0.2616386864219244,1.541159721773211,0.817231248323161,0.0011696392584032616,0.4691860254690988,0.48198156985428003,0.10787779996831488,0.05820299336333451,0.14767956395311455,0.9559863544557599,1.9244369289019334,0.006836051648770811,0.5452256627899283,0.9750423008969982,0.8258430255657865,0.07368008299642351,0.9856023512357219,1.8749969081111562,0.77298275183359,0.5177777959338163,-0.9987,0.3997,0.8234
0.5168311806903314,0.883147811403316,0.021003370050013376,0.42912083411785745,1.8272867157194974,0.9256715937198373,1.5019416298811912,0.10800128293266828,0.07166191724878136,1.5509763155209522,0.9486752140772173,0.00624625072887831,0.3564417916568759,0.10353403959843539,0.16991429266970265,0.06346915620099083,0.1507180101853187,0.9545177137178348,1.7449057679963398,0.026805449467754483,0.014915781595329233,0.8505977618746903,0.8525960237075546,0.0645520810791903,0.011206458473950964,1.4379323530378278,0.9090982558374437,0.5224486173877505,-0.9988,0.5299,0.5375
0.8891395607398429,0.9974375133684029,0.05823009771552316,0.3568318530866793,0.05053437984213513,0.028101797950122777,1.3991893395050654,0.6858225717396614,0.057008108189650866,0.06221372834928912,0.6247431783015756,0.0245868095401119,0.3983215747438068,0.003903666025591772,0.404641340985519,0.7545844241908228,0.2325308392637404,0.5734184450879516,0.010472902783995985,0.05554641139514531,0.04647630782087261,0.5141014446343045,0.796303512138729,0.002045715451966669,0.1325612325045283,1.7797673483644678,0.96830583347206,0.38591696415991456,-0.3411,0.7898,0.0318
0.8702893797289899,0.8148417791459558,0.020975247792495093,0.4419168833234772,0.04802348135999153,0.7253338684261474,1.501452716706912,0.7047010777603496,0.8525227147017125,0.056750554704757775,0.2130536355004693,0.0062700448404814976,0.35956842523119226,0.10235233990534186,0.15371995659904342,0.026775308753512708,0.028448571527527177,0.5550484552560928,1.735328110008371,0.025136175878948105,0.043710147777450664,0.8694185720199434,0.8042075899584074,0.05626812306023735,0.04520682204238825,1.750955175512691,0.9492378284442149,0.2766217835958748,-0.6603,0.5698,0.4399
0.5406365307375408,0.8696987628477072,0.0036961634502517514,0.6573639804253412,0.805489791713413,0.03871948218342097,0.3384699836478191,0.7251105625126757,0.118866138853469,1.475561044977162,0.7543818083154418,0.5886600240794422,0.7047494181210058,0.0118515005926293,0.7501253378383081,0.9440582643313037,0.1602601862287051,0.7626436846429715,1.983638821999726,0.141280298995746,0.013417043272418494,0.8858777140294447,0.8060325847136924,0.004254688491907143,0.03571179009121461,0.3893857483331232,0.9979271118736058,0.16355678483315345,-0.3441,0.7777,0.0489
0.9006878210165206,0.8908985770577177,0.009245117830621862,0.0689051282071208,0.03791247486075358,0.7337098232306845,1.7815180828904011,0.7008526563929969,0.07664836965323321,0.6495005417521114,0.6166045710589377,0.009203689484146724,0.3685189651620061,0.10367664464122056,0.1501354216802028,0.7575488431134505,0.1796613372674576,0.7415269537530933,0.6322294777713322,0.06467293928118481,0.09142398975511942,0.41557369041970754,0.8059908981003806,0.0309766576738851,0.04387061740018931,1.862396382264757,0.9971078983705259,0.14971030631022034,-0.4192,0.6997,0.1881
0.7285727606242286,0.9012850020758534,0.06993766697789619,0.04056017620476324,0.592013553285254,0.5151752724634714,0.36488661175103315,0.2738598627349287,0.24142399537773906,0.22453712243814392,0.697477196098483,0.002250422662156429,0.36741375264566845,0.10006551073777792,0.027845109966428666,0.8130368889258112,0.08507267147827197,0.7549584959285913,0.17925406036793534,0.8934634206733763,0.5443078595354223,0.9358249608571085,0.8598806685076572,0.0839261344341994,0.6551783679696301,1.7912018393014306,0.988163264756749,0.6237609042741107,-0.9987,0.4896,0.6198
0.5384643168134385,0.06650894262235929,0.0647198562881365,0.4433961966853804,0.5024258688800431,0.10721046717432614,0.05839210854966126,0.5726116672556352,0.04286436103839697,1.5564188936257635,0.6529152192450307,0.10326998384904994,0.15140705389441672,0.031422595074717646,0.7511813502820901,0.006304344493812326,0.012033975110259304,0.5651265930233039,1.69042333252241,0.28857673930207434,0.5661462706851057,0.06429026969540097,0.8201984963952919,0.0017607684420745473,0.05661676541380661,1.8701128970121608,0.9883733214894057,0.5051659993196156,-0.2211,0.7984,0.0056
