model_id,nrmse,r,r2,rmse
TempLSTM1,0.06390891317451992,0.923891010292104,0.8474710865609818,1.546595698823382
TempLSTM2,0.012490713160057829,0.930901542851633,0.865615238434952,4.200506922422097
