weight_0,center_0_0,basis_0_0,center_1_0,basis_1_0,center_2_0,basis_2_0,weight_1,center_0_1,basis_0_1,center_1_1,basis_1_1,center_2_1,basis_2_1,weight_2,center_0_2,basis_0_2,center_1_2,basis_1_2,center_2_2,basis_2_2,weight_3,center_0_3,basis_0_3,center_1_3,basis_1_3,center_2_3,basis_2_3,-Jrel,Jadd,Jtubr
0.02996311091184284,0.8039101642118127,0.016360538246639463,0.46009897755005025,0.8989838099539245,0.7599539704115379,1.1857685131841291,0.015457062933488586,0.3435105174310257,0.06110911265064941,0.4337278030285068,0.01496194887113933,0.005387674167999301,0.1581691174769958,0.042966231175181675,0.18936068870168432,0.11908218970832327,0.03180017220688153,0.19757598892376704,0.01605419197958302,1.056577417846372,0.5874083879310557,0.8849122595363417,0.055814847446938515,0.2025754565567699,1.436759413339666,0.9804051400704951,0.5026978556775245,-0.7424,0.6356,0.3266
0.02996311091184284,0.8039447467444949,0.016360538246639463,0.46009897755005025,0.8989838099539245,0.7599539704115379,1.1857685131841291,0.015457062933488586,0.35167532133386536,0.06110911265064941,0.43518291756606775,0.01496194887113933,0.005387674167999301,0.1660114276360083,0.019928512197701836,0.18936068870168432,0.11990405851149422,0.9348596218828471,0.19757598892376704,0.01605419197958302,1.056577417846372,0.5874083879310557,0.8869915230177341,0.055814847446938515,0.2025754565567699,1.436759413339666,0.9630802262633171,0.5026978556775245,-0.7349,0.6395,0.3197
0.0005993633806928023,0.9936029197979918,0.15587057645678615,0.4733363294089438,0.8944281970837377,0.7542982496120776,1.4027742309766515,0.002241520787866,0.03150266234418422,0.0631147265510476,0.8162749802516218,1.6794812483065764,0.20015276806783072,1.2026393209998039,0.01367602734227695,0.8931277884682723,0.03498053227855655,0.4263882487779866,0.2274407102637564,0.26894935529199104,0.12231049071928041,0.9861378548321091,0.8954756162144782,0.06814711039542136,0.004310647931862199,1.1672504205797125,0.980203149587272,0.5814507344170778,-0.8642,0.6199,0.3551
0.3379339275704277,0.9868007771369182,0.0011099076396523895,0.9182086627218812,1.1191239057988356,0.9357469837103245,1.971586580164633,0.003708687880419885,0.9586564938524965,0.0908537676070681,0.9341796071621297,0.11876497993233855,0.25474017516166164,2.0,0.1470185421925327,0.5178099501257313,0.08200766482548277,0.9462564300952923,1.2500377001003387,0.8911322189977773,0.016622865884364117,0.9772885879366714,0.878687775348589,0.09542472624392072,0.5150325078154279,1.4890939694265997,0.9918074876993727,0.6412071468795397,-0.9987,0.4786,0.6444
0.33997982653658154,0.9394494992692493,0.05981325505027481,0.5354480368160373,0.7573213602595879,0.6745686622955853,1.1819366172531018,0.11871760497889017,0.11672402598705922,0.07349253731759217,0.5672822446117581,0.6412190726188576,0.5674562099353748,2.0,0.0,0.4249085294765351,0.020941505458101972,0.47378264271018344,0.13242512867101164,0.5865583074803675,1.5020353251006915,0.3423258588184265,0.8533425575210428,0.07644266655195867,0.07763265818435519,1.3259746521805784,1.0,0.4677115212562015,-0.7,0.5596,0.4698
0.3295204545830518,0.8058706217987521,0.0038153512633388315,0.9423096692570683,1.1668375242818545,0.8166359406682904,0.7665814433925595,0.0099313313194968,0.9969026324279953,0.10653370042682057,0.7705063743964127,0.1933993852729219,0.09196892678744646,0.24220026946148832,0.8618959873111596,0.1873858454329998,0.07361795027396915,0.5175949939037348,1.6944005191395228,0.8728156205280762,0.03781803123997372,0.3568466340094432,0.8383085584504368,0.07791548409027317,0.8405067192544488,1.2156600934802169,0.5956017030475004,0.1628739590368807,-0.3433,0.7796,0.0495
0.8866341665588865,0.8246988222295764,0.004057064372486915,0.2110196163903502,0.9123192580171624,0.017050860056678996,1.9588930385804977,0.08524377215513453,0.0389641783069663,0.0909778787329406,0.6679234115173714,0.6066707088290598,0.4969528556095792,1.9430905896209625,0.4403699428307848,0.03157234108173951,0.031017605136179495,0.9250038464888041,0.4476328934145798,0.24474055092892158,0.401688066020642,0.6177574771195724,0.8356823293671022,0.06008230626891548,0.08916700702847344,1.4192337133619906,0.9689790338911334,0.023554310835327795,-0.3284,0.7287,0.1253
0.2992785606329856,0.8053752922148788,0.011439500710791282,0.9559114429824692,1.1302407776032148,0.7502874617349095,0.9537746663460583,0.02300868785163329,0.01070384762722898,0.09226627227968597,0.07936708820360439,0.027958531120974406,0.9427486413206558,1.9893829433895154,0.06149088851643082,0.6660774283760542,0.008786796068592256,0.9852815879900628,1.1311201715063721,0.13446134634045798,0.09710023722487457,0.9263085001523266,0.8036952189982335,0.05388244555826838,0.08201165266326459,1.4934585614570495,0.04060905659449621,0.04765297529541774,-0.4654,0.7282,0.1443
0.3348025360122604,0.8093646366072642,0.0016472578565400603,0.6319557227896029,0.9229857492368678,0.5264001359526068,1.9606009225040126,0.30710248450133476,0.26873579546155313,0.06381413151877406,0.8043633962777319,0.6630253640960414,0.05357483413716391,0.26519103305101355,0.03787532698541474,0.9984936415547526,0.13520036498318758,0.37667225091230894,0.26876035363794826,0.013613810818881855,1.0863440694149258,0.6150617138540759,0.8333349786189158,0.08115305205422613,0.2091656703890365,0.748563919355268,0.999545470308503,0.11885620639116362,-0.312,0.6698,0.2368
0.32787575510861794,0.9934956697863615,0.1475331467050922,0.47277512028736124,0.8162871241905008,0.775483833206592,1.7615773201804956,0.0013353688531761174,0.041997782036496345,0.05235693880921943,0.12137577481103044,0.2800942320963956,0.03260959742856437,1.9885996716708318,0.06651156216646065,0.9838882425036725,0.010943525055652915,0.01643240481434674,0.6204075010735186,0.15787220893513168,0.007291859025665145,0.6026235704653483,0.880554897252802,0.06679327366263715,0.7699364909669044,1.7785444075201582,0.9693396246247458,0.5279635149570422,-0.9988,0.5577,0.4832
