date,T_C,T_C_lb,T_C_ub,T_i,T_i_lb,T_i_ub,Tavg_L,T_L,T_L_lb,T_L_ub
1979-01-01,3.230833333333334,,,1.881624770259917,,,2.0454006013025925,2.285000000000001,,
1979-01-02,2.688448275862069,,,1.927116206666747,,,1.940540786386615,2.3250000000000006,,
1979-01-03,1.6013240740740742,,,0.7037163028628697,,,0.7113622996065492,1.595833333333335,,
1979-01-04,1.1233333333333335,,,0.010987292335378167,,,0.0977375442925971,0.3492380952380951,,
1979-01-05,1.170432159165036,,,0.3321370528919535,,,0.4286512566187882,0.7516666666666666,,
1979-01-06,1.3835993589743587,,,0.8055100660366091,,,0.8421885317026522,1.6820833333333334,,
1979-01-07,1.3183333333333336,,,1.0445186603969587,,,1.057134383961472,1.5498611111111111,,
1979-01-08,1.5111111111111108,,,0.6569235077576605,,,0.7003524943437954,1.5556666666666665,,
1979-01-09,1.3202777777777779,,,-0.48256629797726114,,,-0.10122042620390159,-0.08716450216450213,,
1979-01-10,0.8452777777777778,,,-0.5447883450939539,,,-0.1728966295710675,-0.09499999999999993,,
1979-01-11,0.6649999999999999,,,-1.0118186744534114,,,-0.6027936213289994,0.03165873015873018,,
1979-01-12,0.8902777777777777,,,-0.8764990036450214,,,-0.43853976533999517,0.04171296296296298,,
1979-01-13,0.9114583333333334,,,0.018726899150451514,,,0.13592837455315568,0.2914305555555553,,
1979-01-14,1.6661249999999999,,,-0.18950145332586685,,,-0.07506500125945977,-0.07430555555555557,,
1979-01-15,0.874280303030303,,,-0.17182537068550066,,,-0.090418807977664,-0.04168650793650795,,
1979-01-16,0.8900299145299145,,,-0.0693721265038644,,,0.04187609915160548,0.11896296296296295,,
1979-01-17,0.9425576923076924,,,-0.09561970835349021,,,0.03517566485828794,0.07007142857142858,,
1979-01-18,0.9425641025641026,,,-0.2974028008846881,,,-0.11180431845352894,-0.06888888888888892,,
1979-01-19,0.7524242424242423,,,-0.4761303447472638,,,-0.2817258577405226,-0.08986111111111107,,
1979-01-20,1.210899470899471,,,-0.16648009371110656,,,-0.04839311616565899,0.18309986772486767,,
1979-01-21,1.6349999999999996,,,1.8693771488057114,,,1.8324439433222588,2.3899999999999983,,
1979-01-22,1.8141277056277056,,,1.5724417487530462,,,1.574594587886157,2.086619047619049,,
1979-01-23,1.939794951393636,,,0.4260984079192845,,,0.5746422246456915,0.6866666666666674,,
1979-01-24,1.94,,,1.9399866784013207,,,1.9399898671130367,2.1158333333333323,,
1979-01-25,1.8997222222222223,,,2.273636642355423,,,2.220978448287771,2.497261904761903,,
1979-01-26,2.1058333333333334,,,2.466635853385258,,,2.383236358004173,2.754444444444444,,
1979-01-27,2.516444444444445,,,2.413435197850041,,,2.452586070670757,3.07,,
1979-01-28,2.2335714285714285,,,2.3086743069252424,,,2.2788774622401986,2.5425396825396818,,
1979-01-29,1.9981306306306308,,,1.4449088064291329,,,1.6636645154681204,2.018571428571429,,
1979-01-30,1.7432024032841258,,,0.9590674417085413,,,1.1884377039211886,1.8350000000000009,,
1979-01-31,1.5416431623931621,,,-0.035773859785025106,,,0.4994062407047572,1.0383333333333333,,
1979-02-01,1.018,,,-0.2813400917942465,,,0.13158652117968264,0.5245833333333334,,
1979-02-02,0.9697649572649569,,,-0.96357702032743,,,-0.19789782684308257,-0.06404938271604942,,
1979-02-03,1.3020833333333333,,,-1.0978765801650856,,,-0.10577820737415777,-0.054021604938271614,,
