,Q_C,Q_i,cannonsville_storage_pct,T_C,T_C_lb,T_C_ub,T_i,T_i_lb,T_i_ub,Tavg_L,Tavg_L_lb,Tavg_L_ub,T_L,T_L_lb,T_L_ub,thermal_releases,remained_bank_amounts
1979-01-01,38.7789474072,280.68753049535803,55.558734084064,3.4861512297226587,,,3.4373175563022698,,,3.4432453095542,,,3.6133762767353206,,,,
1979-01-02,38.7789474072,2160.444930495358,63.70079710312151,3.0540284992784996,,,1.767580075976419,,,1.7902640401924155,,,2.8820600980745246,,,,
1979-01-03,38.7789474072,4513.705930495358,69.48258874576639,1.890987004148957,,,0.8840484552873138,,,0.8926257527580038,,,1.011337645549917,,,,
1979-01-04,255.5128974072,3020.7745304953582,71.3358645996105,1.3354003683584874,,,-0.025727393081389494,,,0.08042498387582012,,,0.4264864649901698,,,,
1979-01-05,228.1173274072,1753.245330495358,72.25038047080578,1.4133094418758556,,,0.05476078764658411,,,0.21117258178198703,,,0.45393630317787215,,,,
1979-01-06,92.9431774072,1371.9342304953582,72.90690657478383,1.5975668800704061,,,0.4901096509440689,,,0.5603753217519446,,,0.9143620617936464,,,,
1979-01-07,104.4664324072,2162.897930495358,73.48047991724349,1.6448171572776051,,,0.7527806842734871,,,0.7938803281756907,,,1.011337645549917,,,,
1979-01-08,308.4431474072,5758.203430495358,75.5886841285071,1.575216111868749,,,-0.2901163640617962,,,-0.195278299498655,,,0.3636810459884257,,,,
1979-01-09,722.2798474072,2692.3577304953583,76.43953128647918,1.0857318764904338,,,-0.37993587659681205,,,-0.06991109156537435,,,0.3115100484488918,,,,
1979-01-10,431.5173774072,1181.419030495358,76.90865326158813,1.0827953685539256,,,-0.4102528904040432,,,-0.01080982129647847,,,0.3115100484488918,,,,
1979-01-11,331.91334740720004,1028.782030495358,77.19981592924997,0.753812513573624,,,-0.8228605155867352,,,-0.4382639105171025,,,0.3115100484488918,,,,
1979-01-12,277.4978074072,841.959530495358,77.39845451122737,1.0165849926788224,,,-0.6706614519174972,,,-0.25241667109510635,,,0.3115100484488918,,,,
1979-01-13,123.4690974072,817.0032304953581,77.68572961068325,1.32661880282341,,,-0.23301078027616443,,,-0.028256157304606073,,,0.3115100484488918,,,,
1979-01-14,38.7789474072,590.0350304953581,78.15766282775107,2.0993612725395443,,,-0.03259842064643581,,,0.09887949765954183,,,0.374315467450636,,,,
1979-01-15,54.9368420988,651.022730495358,78.52023961648189,1.093456115437994,,,-0.2568759684707129,,,-0.15179490808925325,,,0.3115100484488918,,,,
1979-01-16,79.5365070988,606.3844304953581,78.782390973919,1.0779420523814012,,,-0.38877115318983696,,,-0.21869725852787866,,,0.3115100484488918,,,,
1979-01-17,87.7272740988,608.600670495358,79.22467888395803,1.4619155243606987,,,-0.3254393305541933,,,-0.10025840756204267,,,0.3115100484488918,,,,
1979-01-18,100.8873720988,573.132160495358,79.60199058710053,1.2686929710312493,,,-0.38931300908315836,,,-0.14114235798341354,,,0.3115100484488918,,,,
1979-01-19,99.8452720988,531.134850495358,79.93204262462127,0.7271419057133344,,,-0.5828855546633795,,,-0.37558893222707723,,,0.29169186528621555,,,,
1979-01-20,55.1918067488,588.571530495358,80.30977883142104,1.3144937125942882,,,-0.2751537288883772,,,-0.13886837476334032,,,0.29169186528621555,,,,
1979-01-21,249.0295720988,1331.305530495358,81.22560080624586,1.757216183480787,,,1.1411130397588543,,,1.2381987160802514,,,1.5681279173921634,,,,
1979-01-22,54.9368420988,6112.483215495358,83.89099634428909,2.3366072846038164,,,1.9943838414729362,,,1.997432227196986,,,2.6355712367902417,,,,
1979-01-23,318.0325120988,2922.793830495358,85.12375154795404,2.296860526813324,,,0.16744635936627741,,,0.376412488797905,,,0.8423728810914365,,,,
1979-01-24,976.1663737036,3101.999930495358,86.04499480636842,2.1621172742601313,,,1.6107459434167932,,,1.7427244142406284,,,2.6355712367902417,,,,
1979-01-25,1419.9199737036,8662.623930495358,89.2937999247619,2.2347202770562284,,,1.6807102841974775,,,1.7587312541001152,,,2.6355712367902417,,,,
1979-01-26,1603.7478737036,5334.378930495359,90.68549637021913,2.42899109129411,,,2.239155831688675,,,2.2830362481956112,,,2.716173838146268,,,,
1979-01-27,3191.1444629766893,5205.025615029758,89.67355002646727,2.523410654539826,,,2.4703429873943996,,,2.490512492132973,,,2.8194078324785385,,,,
1979-01-28,2596.379144141201,3947.7885046129218,88.81424242758007,2.3828774780790845,,,2.072270090008231,,,2.1955026518385914,,,2.6355712367902417,,,,
1979-01-29,2003.7110478301377,3063.5701030161767,87.91255860057322,2.6111056026443458,,,1.5667543641662176,,,1.9797131189817498,,,2.6355712367902417,,,,
1979-01-30,680.5704137036,1646.056630495358,88.00327421533616,2.217687910870086,,,1.255182138596298,,,1.5367283164685683,,,2.4121539803335263,,,,
1979-01-31,1103.8983738230577,2149.787785340396,87.53152882699746,1.8324562591067501,,,-0.006424194112944345,,,0.6174642335546275,,,0.831950044030474,,,,
