date,T_C,T_C_lb,T_C_ub,T_i,T_i_lb,T_i_ub,Tavg_L,T_L,T_L_lb,T_L_ub
1979-01-01,5.224,5.2056019546695484,5.242398045330452,3.252099867824255,3.2216750124172444,3.2825247232312655,3.491462107079974,3.812999999999996,3.809263371035274,3.816736628964718
1979-01-02,2.7739999999999996,2.7690660452783167,2.7789339547216825,0.2235372153923494,0.21563368725321597,0.2314407435314828,0.2685095636748934,0.41099999999999937,0.40914908971088765,0.4128509102891111
1979-01-03,1.548,1.5420539425046829,1.5539460574953172,1.3873222591938643,1.379807132529492,1.3948373858582366,1.3886909432921848,1.959000000000002,1.9558570545359744,1.9621429454640298
1979-01-04,1.0190000000000001,1.0169160290898005,1.0210839709101998,0.143130079892065,0.13710405394709413,0.14915610583703587,0.21143790268338308,0.42300000000000004,0.4213909923666095,0.4246090076333906
1979-01-05,1.061,1.0585776731204535,1.0634223268795464,-0.3991046804159346,-0.40392001223324825,-0.39428934859862097,-0.23100058493256892,-0.02600000000000001,-0.02668571965326061,-0.02531428034673941
1979-01-06,1.12,1.1173121805803488,1.1226878194196515,-0.09126098434247848,-0.09467211840663511,-0.08784985027832184,-0.014409198693497225,0.01424541847041847,0.013986510540228588,0.014504326400608353
1979-01-07,1.153,1.1502549989858863,1.1557450010141137,0.0890780288521637,0.08374246802342557,0.09441358968090184,0.1380971166105907,0.31682359307359304,0.31487532115018024,0.3187718649970058
1979-01-08,1.0979999999999999,1.0953347660950647,1.100665233904935,0.03894735921081345,0.020599671133015973,0.05729504728861093,0.09279218527745073,0.31317930402930383,0.31036995512397414,0.3159886529346335
1979-01-09,0.96,0.9576005807782177,0.9623994192217822,-0.5328488712359367,-0.5367462352375292,-0.5289515072343443,-0.21707461106375722,-0.07695714285714271,-0.0783996902208675,-0.07551459549341792
1979-01-10,0.721,0.7179204597001483,0.7240795402998517,-0.666161407496665,-0.6693302889401949,-0.6629925260531351,-0.2950468057859673,-0.09699999999999981,-0.09734640552411164,-0.09665359447588798
1979-01-11,0.5670000000000001,0.5649970052700471,0.569002994729953,-0.8329387760746622,-0.8357582240599357,-0.8301193280893886,-0.4914528175875195,0.02972023809523811,0.0287254893576003,0.030714986832875917
1979-01-12,0.585,0.5830694304667546,0.5869305695332453,-0.6905618166338138,-0.6947355584823036,-0.6863880747853239,-0.37436789361087247,0.03751944444444446,0.036724339958004865,0.038314548930884054
1979-01-13,0.675,0.6720152738711287,0.6779847261288714,-0.4188154733759088,-0.4229711543525053,-0.4146597923993123,-0.2752148535374212,-0.012666666666666668,-0.013360300321801667,-0.011973033011531669
1979-01-14,1.354,1.3506808298318715,1.3573191701681286,-0.21191611571335747,-0.2151633667735838,-0.20866886465313114,-0.1153460952791979,-0.07674999999999989,-0.07739805884695558,-0.0761019411530442
1979-01-15,0.7709999999999999,0.7679099240711834,0.7740900759288164,-0.27233693249725954,-0.27474677387436186,-0.2699270911201572,-0.19114582957641418,-0.046028571428571426,-0.046640231668019706,-0.045416911189123145
1979-01-16,0.6629999999999999,0.660130622935003,0.6658693770649968,-0.30544620910995746,-0.3075409280406798,-0.30335149017923513,-0.19314925976205038,-0.04471666666666667,-0.04543265651835274,-0.0440006768149806
1979-01-17,0.585,0.5833271234220733,0.5866728765779267,-0.2897494766381356,-0.2920040523339695,-0.28749490094230173,-0.1795436638446512,-0.03945238095238097,-0.040769595250528846,-0.03813516665423309
1979-01-18,0.6459999999999999,0.6423720644175336,0.6496279355824662,-0.36493413251721774,-0.36714456480008706,-0.3627237002343484,-0.21361731889001856,-0.06879047619047615,-0.06930104808956149,-0.06827990429139082
